Test Index,SMILES,Lambda,Method,Initialization,Seed,Raw Score,Connectivity Penalty,Adjusted Score,Partition
9904,OC12C=CC3OC1C2O3,1.5,Greedy-Distance,38,79,0.9971121424989811,0.0,0.9971121424989811,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 2, 13: 1, 14: 3}"
9904,OC12C=CC3OC1C2O3,1.5,Metropolis-Hastings,2,43,0.9971121424989812,0.0,0.9971121424989812,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 3, 13: 2, 14: 1}"
11227,NC(C#C)(C#N)C1CO1,0.01,Greedy-Distance,4,45,0.9980740797445916,0.0,0.9980740797445916,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 3, 11: 0, 12: 1, 13: 1, 14: 2}"
11227,NC(C#C)(C#N)C1CO1,0.01,Metropolis-Hastings,1,42,0.9980740797445916,0.0,0.9980740797445916,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 2, 10: 3, 11: 1, 12: 2, 13: 0, 14: 2}"
11227,NC(C#C)(C#N)C1CO1,0.1,Greedy-Distance,71,112,0.9967361331620056,0.0,0.9967361331620056,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 3, 11: 0, 12: 2, 13: 1, 14: 1}"
11227,NC(C#C)(C#N)C1CO1,0.1,Metropolis-Hastings,1,42,0.9980740797445916,0.0,0.9980740797445916,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 3, 10: 1, 11: 0, 12: 3, 13: 3, 14: 2}"
11227,NC(C#C)(C#N)C1CO1,0.5,Greedy-Distance,71,112,0.9967361331620056,0.0,0.9967361331620056,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 3, 11: 0, 12: 2, 13: 1, 14: 1}"
11227,NC(C#C)(C#N)C1CO1,0.5,Metropolis-Hastings,3,44,0.9980740797445916,0.0,0.9980740797445916,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 0, 11: 3, 12: 0, 13: 1, 14: 0}"
11227,NC(C#C)(C#N)C1CO1,1.0,Greedy-Distance,71,112,0.9967361331620056,0.0,0.9967361331620056,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 3, 11: 0, 12: 2, 13: 1, 14: 1}"
11227,NC(C#C)(C#N)C1CO1,1.0,Metropolis-Hastings,4,45,0.9980740797445916,0.0,0.9980740797445916,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 3, 10: 1, 11: 0, 12: 1, 13: 1, 14: 2}"
11227,NC(C#C)(C#N)C1CO1,1.5,Greedy-Distance,71,112,0.9967361331620056,0.0,0.9967361331620056,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 3, 11: 0, 12: 2, 13: 1, 14: 1}"
11227,NC(C#C)(C#N)C1CO1,1.5,Metropolis-Hastings,31,72,0.9980740797445916,0.0,0.9980740797445916,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 3, 11: 2, 12: 0, 13: 0, 14: 1}"
11591,O=CC1=CC(=O)C(=O)C1,0.01,Greedy-Distance,13,54,0.9943664563735576,0.0,0.9943664563735576,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 3, 12: 0}"
11591,O=CC1=CC(=O)C(=O)C1,0.01,Metropolis-Hastings,1,42,0.9970569561229388,0.0,0.9970569561229388,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 3, 11: 0, 12: 1}"
11591,O=CC1=CC(=O)C(=O)C1,0.1,Greedy-Distance,13,54,0.9943664563735576,0.0,0.9943664563735576,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 3, 12: 0}"
11591,O=CC1=CC(=O)C(=O)C1,0.1,Metropolis-Hastings,7,48,0.9970569561229388,0.0,0.9970569561229388,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 3, 11: 0, 12: 1}"
11591,O=CC1=CC(=O)C(=O)C1,0.5,Greedy-Distance,13,54,0.9943664563735576,0.0,0.9943664563735576,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 3, 12: 0}"
11591,O=CC1=CC(=O)C(=O)C1,0.5,Metropolis-Hastings,44,85,0.9970569561229388,0.0,0.9970569561229388,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 3, 12: 1}"
11591,O=CC1=CC(=O)C(=O)C1,1.0,Greedy-Distance,13,54,0.9943664563735576,0.0,0.9943664563735576,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 3, 12: 0}"
11591,O=CC1=CC(=O)C(=O)C1,1.0,Metropolis-Hastings,94,135,0.9970569561229387,0.0,0.9970569561229387,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 2, 11: 1, 12: 3}"
11591,O=CC1=CC(=O)C(=O)C1,1.5,Greedy-Distance,13,54,0.9943664563735576,0.0,0.9943664563735576,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 3, 12: 0}"
11591,O=CC1=CC(=O)C(=O)C1,1.5,Metropolis-Hastings,13,54,0.9970569561229388,0.0,0.9970569561229388,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 3, 12: 0}"
13606,O=C1CC2(CC1O2)C#C,0.01,Greedy-Distance,44,85,0.9977554620453305,0.0,0.9977554620453305,"{0: 2, 1: 2, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 3, 14: 0}"
13606,O=C1CC2(CC1O2)C#C,0.01,Metropolis-Hastings,87,128,0.9977554620453306,0.0,0.9977554620453306,"{0: 2, 1: 2, 2: 0, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 3}"
13606,O=C1CC2(CC1O2)C#C,0.1,Greedy-Distance,44,85,0.9977554620453305,0.0,0.9977554620453305,"{0: 2, 1: 2, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 3, 14: 0}"
13606,O=C1CC2(CC1O2)C#C,0.1,Metropolis-Hastings,45,86,0.9977554620453306,0.0,0.9977554620453306,"{0: 0, 1: 0, 2: 2, 3: 2, 4: 2, 5: 0, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 2, 12: 2, 13: 3, 14: 1}"
13606,O=C1CC2(CC1O2)C#C,0.5,Greedy-Distance,44,85,0.9977554620453305,0.0,0.9977554620453305,"{0: 2, 1: 2, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 3, 14: 0}"
13606,O=C1CC2(CC1O2)C#C,0.5,Metropolis-Hastings,15,56,0.9977554620453306,0.0,0.9977554620453306,"{0: 1, 1: 1, 2: 2, 3: 2, 4: 2, 5: 1, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 2, 12: 2, 13: 3, 14: 0}"
13606,O=C1CC2(CC1O2)C#C,1.0,Greedy-Distance,44,85,0.9977554620453305,0.0,0.9977554620453305,"{0: 2, 1: 2, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 3, 14: 0}"
13606,O=C1CC2(CC1O2)C#C,1.0,Metropolis-Hastings,44,85,0.9977554620453306,0.0,0.9977554620453306,"{0: 2, 1: 2, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 3, 14: 0}"
13606,O=C1CC2(CC1O2)C#C,1.5,Greedy-Distance,44,85,0.9977554620453305,0.0,0.9977554620453305,"{0: 2, 1: 2, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 3, 14: 0}"
13606,O=C1CC2(CC1O2)C#C,1.5,Metropolis-Hastings,44,85,0.9977554620453306,0.0,0.9977554620453306,"{0: 2, 1: 2, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 3, 14: 0}"
14171,CC1C2CC2(C)C1=NO,0.01,Greedy-Distance,11,52,0.997113589885585,0.0,0.997113589885585,"{0: 3, 1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 3, 11: 3, 12: 1, 13: 1, 14: 1, 15: 1, 16: 0, 17: 0, 18: 0, 19: 2}"
14171,CC1C2CC2(C)C1=NO,0.01,Metropolis-Hastings,58,99,0.9989766553173699,0.0,0.9989766553173699,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 0, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 3, 12: 2, 13: 1, 14: 2, 15: 2, 16: 0, 17: 0, 18: 0, 19: 2}"
14171,CC1C2CC2(C)C1=NO,0.1,Greedy-Distance,11,52,0.997113589885585,0.0,0.997113589885585,"{0: 3, 1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 3, 11: 3, 12: 1, 13: 1, 14: 1, 15: 1, 16: 0, 17: 0, 18: 0, 19: 2}"
14171,CC1C2CC2(C)C1=NO,0.1,Metropolis-Hastings,40,81,0.9989766553173699,0.0,0.9989766553173699,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 0, 6: 3, 7: 3, 8: 3, 9: 2, 10: 3, 11: 3, 12: 3, 13: 1, 14: 3, 15: 3, 16: 0, 17: 0, 18: 0, 19: 3}"
14171,CC1C2CC2(C)C1=NO,0.5,Greedy-Distance,11,52,0.997113589885585,0.0,0.997113589885585,"{0: 3, 1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 3, 11: 3, 12: 1, 13: 1, 14: 1, 15: 1, 16: 0, 17: 0, 18: 0, 19: 2}"
14171,CC1C2CC2(C)C1=NO,0.5,Metropolis-Hastings,5,46,0.9989766553173697,0.0,0.9989766553173697,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 0, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 1, 12: 2, 13: 3, 14: 2, 15: 2, 16: 0, 17: 0, 18: 0, 19: 2}"
14171,CC1C2CC2(C)C1=NO,1.0,Greedy-Distance,11,52,0.997113589885585,0.0,0.997113589885585,"{0: 3, 1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 3, 11: 3, 12: 1, 13: 1, 14: 1, 15: 1, 16: 0, 17: 0, 18: 0, 19: 2}"
14171,CC1C2CC2(C)C1=NO,1.0,Metropolis-Hastings,43,84,0.9989766553173699,0.0,0.9989766553173699,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 2, 6: 3, 7: 3, 8: 3, 9: 0, 10: 3, 11: 3, 12: 3, 13: 1, 14: 3, 15: 3, 16: 2, 17: 2, 18: 2, 19: 3}"
14171,CC1C2CC2(C)C1=NO,1.5,Greedy-Distance,11,52,0.997113589885585,0.0,0.997113589885585,"{0: 3, 1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 3, 11: 3, 12: 1, 13: 1, 14: 1, 15: 1, 16: 0, 17: 0, 18: 0, 19: 2}"
14171,CC1C2CC2(C)C1=NO,1.5,Metropolis-Hastings,49,90,0.9989766553173697,0.0,0.9989766553173697,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 3, 12: 0, 13: 1, 14: 0, 15: 0, 16: 2, 17: 2, 18: 2, 19: 0}"
15568,COC12C(C)C1CC2C,0.01,Greedy-Distance,78,119,0.9981821861759649,0.0,0.9981821861759649,"{0: 0, 1: 0, 2: 0, 3: 3, 4: 3, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 2, 13: 3, 14: 3, 15: 3, 16: 0, 17: 0, 18: 0, 19: 0, 20: 1, 21: 0, 22: 0}"
15568,COC12C(C)C1CC2C,0.01,Metropolis-Hastings,12,53,0.9993187284478897,0.0,0.9993187284478897,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 2, 14: 1, 15: 1, 16: 3, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 0}"
15568,COC12C(C)C1CC2C,0.1,Greedy-Distance,68,109,0.9976225038374222,0.0,0.9976225038374222,"{0: 1, 1: 1, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 1, 10: 1, 11: 1, 12: 2, 13: 2, 14: 2, 15: 2, 16: 2, 17: 2, 18: 2, 19: 0, 20: 3, 21: 2, 22: 2}"
15568,COC12C(C)C1CC2C,0.1,Metropolis-Hastings,5,46,0.9993187284478897,0.0,0.9993187284478897,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 2, 12: 2, 13: 3, 14: 2, 15: 2, 16: 1, 17: 2, 18: 2, 19: 2, 20: 2, 21: 0, 22: 2}"
15568,COC12C(C)C1CC2C,0.5,Greedy-Distance,68,109,0.9976225038374222,0.0,0.9976225038374222,"{0: 1, 1: 1, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 1, 10: 1, 11: 1, 12: 2, 13: 2, 14: 2, 15: 2, 16: 2, 17: 2, 18: 2, 19: 0, 20: 3, 21: 2, 22: 2}"
15568,COC12C(C)C1CC2C,0.5,Metropolis-Hastings,98,139,0.9993187284478897,0.0,0.9993187284478897,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 2, 12: 2, 13: 1, 14: 2, 15: 2, 16: 3, 17: 2, 18: 2, 19: 2, 20: 2, 21: 0, 22: 2}"
15568,COC12C(C)C1CC2C,1.0,Greedy-Distance,68,109,0.9976225038374222,0.0,0.9976225038374222,"{0: 1, 1: 1, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 1, 10: 1, 11: 1, 12: 2, 13: 2, 14: 2, 15: 2, 16: 2, 17: 2, 18: 2, 19: 0, 20: 3, 21: 2, 22: 2}"
15568,COC12C(C)C1CC2C,1.0,Metropolis-Hastings,20,61,0.9987158608045649,0.0,0.9987158608045649,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 3, 10: 3, 11: 3, 12: 3, 13: 3, 14: 3, 15: 2, 16: 3, 17: 1, 18: 3, 19: 3, 20: 0, 21: 3, 22: 3}"
15568,COC12C(C)C1CC2C,1.5,Greedy-Distance,68,109,0.9976225038374222,0.0,0.9976225038374222,"{0: 1, 1: 1, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 1, 10: 1, 11: 1, 12: 2, 13: 2, 14: 2, 15: 2, 16: 2, 17: 2, 18: 2, 19: 0, 20: 3, 21: 2, 22: 2}"
15568,COC12C(C)C1CC2C,1.5,Metropolis-Hastings,45,86,0.9985995043980389,0.0,0.9985995043980389,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 2, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 3, 19: 0, 20: 1, 21: 0, 22: 0}"
16045,CC#CC1CC(C)C1O,0.01,Greedy-Distance,17,58,0.9991499079835108,0.0,0.9991499079835108,"{0: 0, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 0, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 3, 19: 1, 20: 1}"
16045,CC#CC1CC(C)C1O,0.01,Metropolis-Hastings,1,42,0.9992261565763605,0.0,0.9992261565763605,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 3, 10: 0, 11: 3, 12: 3, 13: 3, 14: 3, 15: 3, 16: 3, 17: 2, 18: 3, 19: 1, 20: 3}"
16045,CC#CC1CC(C)C1O,0.1,Greedy-Distance,17,58,0.9991499079835108,0.0,0.9991499079835108,"{0: 0, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 0, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 3, 19: 1, 20: 1}"
16045,CC#CC1CC(C)C1O,0.1,Metropolis-Hastings,6,47,0.9992261565763605,0.0,0.9992261565763605,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 3, 19: 2, 20: 1}"
16045,CC#CC1CC(C)C1O,0.5,Greedy-Distance,17,58,0.9991499079835108,0.0,0.9991499079835108,"{0: 0, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 0, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 3, 19: 1, 20: 1}"
16045,CC#CC1CC(C)C1O,0.5,Metropolis-Hastings,57,98,0.9992261565763604,0.0,0.9992261565763604,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 3, 12: 2, 13: 2, 14: 2, 15: 2, 16: 2, 17: 2, 18: 0, 19: 1, 20: 2}"
16045,CC#CC1CC(C)C1O,1.0,Greedy-Distance,17,58,0.9991499079835108,0.0,0.9991499079835108,"{0: 0, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 0, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 3, 19: 1, 20: 1}"
16045,CC#CC1CC(C)C1O,1.0,Metropolis-Hastings,23,64,0.9992261565763605,0.0,0.9992261565763605,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 3, 10: 3, 11: 2, 12: 3, 13: 3, 14: 3, 15: 3, 16: 0, 17: 3, 18: 3, 19: 1, 20: 3}"
16045,CC#CC1CC(C)C1O,1.5,Greedy-Distance,17,58,0.9991499079835108,0.0,0.9991499079835108,"{0: 0, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 0, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 3, 19: 1, 20: 1}"
16045,CC#CC1CC(C)C1O,1.5,Metropolis-Hastings,17,58,0.9991499079835108,0.0,0.9991499079835108,"{0: 0, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 0, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 3, 19: 1, 20: 1}"
16208,CC1N2CC2(C#C)C1=O,0.01,Greedy-Distance,2,43,0.9979474478587411,0.0,0.9979474478587411,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1, 11: 1, 12: 1, 13: 1, 14: 3, 15: 2}"
16208,CC1N2CC2(C#C)C1=O,0.01,Metropolis-Hastings,1,42,0.9979474478587411,0.0,0.9979474478587411,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 3, 10: 0, 11: 0, 12: 0, 13: 2, 14: 0, 15: 1}"
16208,CC1N2CC2(C#C)C1=O,0.1,Greedy-Distance,95,136,0.9978930908323639,0.0,0.9978930908323639,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 3, 13: 0, 14: 0, 15: 2}"
16208,CC1N2CC2(C#C)C1=O,0.1,Metropolis-Hastings,2,43,0.9979474478587411,0.0,0.9979474478587411,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 1, 13: 1, 14: 3, 15: 2}"
16208,CC1N2CC2(C#C)C1=O,0.5,Greedy-Distance,95,136,0.9978930908323639,0.0,0.9978930908323639,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 3, 13: 0, 14: 0, 15: 2}"
16208,CC1N2CC2(C#C)C1=O,0.5,Metropolis-Hastings,2,43,0.9979474478587411,0.0,0.9979474478587411,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1, 11: 1, 12: 1, 13: 1, 14: 3, 15: 2}"
16208,CC1N2CC2(C#C)C1=O,1.0,Greedy-Distance,95,136,0.9978930908323639,0.0,0.9978930908323639,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 3, 13: 0, 14: 0, 15: 2}"
16208,CC1N2CC2(C#C)C1=O,1.0,Metropolis-Hastings,2,43,0.9979474478587411,0.0,0.9979474478587411,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1, 11: 1, 12: 1, 13: 3, 14: 1, 15: 2}"
16208,CC1N2CC2(C#C)C1=O,1.5,Greedy-Distance,95,136,0.9978930908323639,0.0,0.9978930908323639,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 3, 13: 0, 14: 0, 15: 2}"
16208,CC1N2CC2(C#C)C1=O,1.5,Metropolis-Hastings,2,43,0.9979474478587411,0.0,0.9979474478587411,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1, 11: 1, 12: 1, 13: 3, 14: 1, 15: 2}"
19388,CC12COCC1(C)C2O,0.01,Greedy-Distance,28,69,0.9981589402729902,0.0,0.9981589402729902,"{0: 1, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1, 11: 0, 12: 2, 13: 2, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 3}"
19388,CC12COCC1(C)C2O,0.01,Metropolis-Hastings,15,56,0.9982589191096835,0.0,0.9982589191096835,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 1, 10: 3, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 0, 18: 1, 19: 1, 20: 2}"
19388,CC12COCC1(C)C2O,0.1,Greedy-Distance,28,69,0.9981589402729902,0.0,0.9981589402729902,"{0: 1, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1, 11: 0, 12: 2, 13: 2, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 3}"
19388,CC12COCC1(C)C2O,0.1,Metropolis-Hastings,9,50,0.9982589191096835,0.0,0.9982589191096835,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 1, 10: 1, 11: 0, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 3, 19: 1, 20: 2}"
19388,CC12COCC1(C)C2O,0.5,Greedy-Distance,28,69,0.9981589402729902,0.0,0.9981589402729902,"{0: 1, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1, 11: 0, 12: 2, 13: 2, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 3}"
19388,CC12COCC1(C)C2O,0.5,Metropolis-Hastings,5,46,0.9982589191096835,0.0,0.9982589191096835,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 1, 9: 2, 10: 3, 11: 3, 12: 3, 13: 3, 14: 3, 15: 3, 16: 3, 17: 0, 18: 3, 19: 3, 20: 1}"
19388,CC12COCC1(C)C2O,1.0,Greedy-Distance,28,69,0.9981589402729902,0.0,0.9981589402729902,"{0: 1, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1, 11: 0, 12: 2, 13: 2, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 3}"
19388,CC12COCC1(C)C2O,1.0,Metropolis-Hastings,2,43,0.9981589402729902,0.0,0.9981589402729902,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 0, 5: 1, 6: 1, 7: 1, 8: 3, 9: 2, 10: 1, 11: 1, 12: 1, 13: 1, 14: 0, 15: 0, 16: 1, 17: 1, 18: 1, 19: 1, 20: 3}"
19388,CC12COCC1(C)C2O,1.5,Greedy-Distance,28,69,0.9981589402729902,0.0,0.9981589402729902,"{0: 1, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1, 11: 0, 12: 2, 13: 2, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 3}"
