Test Index,SMILES,Lambda,Method,Initialization,Seed,Raw Score,Connectivity Penalty,Adjusted Score,Partition
3142,CNC(=O)CC1CN1,0.1,Metropolis-Hastings,9,50,0.9986911823936776,0.0,0.9986911823936776,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 1, 9: 3, 10: 3, 11: 3, 12: 3, 13: 3, 14: 3, 15: 0, 16: 2, 17: 3}"
3142,CNC(=O)CC1CN1,0.5,Greedy-Distance,44,85,0.9977018599543009,0.0,0.9977018599543009,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 3, 6: 3, 7: 3, 8: 1, 9: 2, 10: 0, 11: 2, 12: 2, 13: 2, 14: 3, 15: 3, 16: 3, 17: 3}"
3142,CNC(=O)CC1CN1,0.5,Metropolis-Hastings,11,52,0.9986911823936776,0.0,0.9986911823936776,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 3, 10: 2, 11: 2, 12: 2, 13: 2, 14: 2, 15: 1, 16: 0, 17: 2}"
3142,CNC(=O)CC1CN1,1.0,Greedy-Distance,44,85,0.9977018599543009,0.0,0.9977018599543009,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 3, 6: 3, 7: 3, 8: 1, 9: 2, 10: 0, 11: 2, 12: 2, 13: 2, 14: 3, 15: 3, 16: 3, 17: 3}"
3142,CNC(=O)CC1CN1,1.0,Metropolis-Hastings,17,58,0.9986911823936776,0.0,0.9986911823936776,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 3, 16: 2, 17: 1}"
3142,CNC(=O)CC1CN1,1.5,Greedy-Distance,44,85,0.9977018599543009,0.0,0.9977018599543009,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 3, 6: 3, 7: 3, 8: 1, 9: 2, 10: 0, 11: 2, 12: 2, 13: 2, 14: 3, 15: 3, 16: 3, 17: 3}"
3142,CNC(=O)CC1CN1,1.5,Metropolis-Hastings,86,127,0.9981342590251362,0.0,0.9981342590251362,"{0: 0, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 0, 10: 0, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 2}"
6126,CC1=NCC(O1)C(N)=O,0.01,Greedy-Distance,65,106,0.9989301461834202,0.0,0.9989301461834202,"{0: 2, 1: 2, 2: 2, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 2, 10: 2, 11: 2, 12: 0, 13: 0, 14: 1, 15: 0, 16: 3}"
6126,CC1=NCC(O1)C(N)=O,0.01,Metropolis-Hastings,2,43,0.9989301461834202,0.0,0.9989301461834202,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1, 9: 0, 10: 0, 11: 0, 12: 1, 13: 1, 14: 3, 15: 1, 16: 2}"
6126,CC1=NCC(O1)C(N)=O,0.1,Greedy-Distance,20,61,0.9975589038457068,0.0,0.9975589038457068,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 2, 13: 1, 14: 3, 15: 0, 16: 0}"
6126,CC1=NCC(O1)C(N)=O,0.1,Metropolis-Hastings,27,68,0.9989301461834205,0.0,0.9989301461834205,"{0: 1, 1: 1, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1, 11: 1, 12: 0, 13: 0, 14: 3, 15: 0, 16: 2}"
6126,CC1=NCC(O1)C(N)=O,0.5,Greedy-Distance,20,61,0.9975589038457068,0.0,0.9975589038457068,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 2, 13: 1, 14: 3, 15: 0, 16: 0}"
6126,CC1=NCC(O1)C(N)=O,0.5,Metropolis-Hastings,3,44,0.9989301461834202,0.0,0.9989301461834202,"{0: 1, 1: 1, 2: 1, 3: 3, 4: 3, 5: 1, 6: 3, 7: 3, 8: 3, 9: 1, 10: 1, 11: 1, 12: 3, 13: 3, 14: 2, 15: 3, 16: 0}"
6126,CC1=NCC(O1)C(N)=O,1.0,Greedy-Distance,20,61,0.9975589038457068,0.0,0.9975589038457068,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 2, 13: 1, 14: 3, 15: 0, 16: 0}"
6126,CC1=NCC(O1)C(N)=O,1.0,Metropolis-Hastings,83,124,0.9989301461834206,0.0,0.9989301461834206,"{0: 0, 1: 0, 2: 0, 3: 3, 4: 3, 5: 0, 6: 3, 7: 3, 8: 3, 9: 0, 10: 0, 11: 0, 12: 3, 13: 3, 14: 1, 15: 2, 16: 3}"
6126,CC1=NCC(O1)C(N)=O,1.5,Greedy-Distance,20,61,0.9975589038457068,0.0,0.9975589038457068,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 2, 13: 1, 14: 3, 15: 0, 16: 0}"
6126,CC1=NCC(O1)C(N)=O,1.5,Metropolis-Hastings,17,58,0.9989301461834206,0.0,0.9989301461834206,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1, 9: 0, 10: 0, 11: 0, 12: 1, 13: 1, 14: 3, 15: 1, 16: 2}"
7256,CC12C3C(CN13)OC2=O,0.01,Greedy-Distance,91,132,0.9976019680740497,0.0,0.9976019680740497,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 3, 12: 0, 13: 2, 14: 1, 15: 1}"
7256,CC12C3C(CN13)OC2=O,0.01,Metropolis-Hastings,75,116,0.9977792896208638,0.0,0.9977792896208638,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 2, 10: 1, 11: 2, 12: 3, 13: 2, 14: 0, 15: 2}"
7256,CC12C3C(CN13)OC2=O,0.1,Greedy-Distance,91,132,0.9976019680740497,0.0,0.9976019680740497,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 3, 12: 0, 13: 2, 14: 1, 15: 1}"
7256,CC12C3C(CN13)OC2=O,0.1,Metropolis-Hastings,4,45,0.9977792896208637,0.0,0.9977792896208637,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 3, 12: 0, 13: 2, 14: 2, 15: 1}"
7256,CC12C3C(CN13)OC2=O,0.5,Greedy-Distance,91,132,0.9976019680740497,0.0,0.9976019680740497,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 3, 12: 0, 13: 2, 14: 1, 15: 1}"
7256,CC12C3C(CN13)OC2=O,0.5,Metropolis-Hastings,28,69,0.9977792896208637,0.0,0.9977792896208637,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 3, 10: 3, 11: 2, 12: 0, 13: 3, 14: 3, 15: 1}"
7256,CC12C3C(CN13)OC2=O,1.0,Greedy-Distance,91,132,0.9976019680740497,0.0,0.9976019680740497,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 3, 12: 0, 13: 2, 14: 1, 15: 1}"
7256,CC12C3C(CN13)OC2=O,1.0,Metropolis-Hastings,55,96,0.997779289620864,0.0,0.997779289620864,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 3, 11: 0, 12: 1, 13: 0, 14: 2, 15: 0}"
7256,CC12C3C(CN13)OC2=O,1.5,Greedy-Distance,91,132,0.9976019680740497,0.0,0.9976019680740497,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 3, 12: 0, 13: 2, 14: 1, 15: 1}"
7256,CC12C3C(CN13)OC2=O,1.5,Metropolis-Hastings,14,55,0.9977792896208638,0.0,0.9977792896208638,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 3, 13: 0, 14: 2, 15: 0}"
7841,N#CC12OCC(O1)C=C2,0.01,Greedy-Distance,65,106,0.9966401532410725,0.0,0.9966401532410725,"{0: 2, 1: 2, 2: 3, 3: 0, 4: 0, 5: 0, 6: 3, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0}"
7841,N#CC12OCC(O1)C=C2,0.01,Metropolis-Hastings,8,49,0.9966716278953897,0.0,0.9966716278953897,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 0, 5: 0, 6: 0, 7: 2, 8: 2, 9: 0, 10: 3, 11: 1, 12: 2, 13: 2}"
7841,N#CC12OCC(O1)C=C2,0.1,Greedy-Distance,65,106,0.9966401532410725,0.0,0.9966401532410725,"{0: 2, 1: 2, 2: 3, 3: 0, 4: 0, 5: 0, 6: 3, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0}"
7841,N#CC12OCC(O1)C=C2,0.1,Metropolis-Hastings,2,43,0.9966716278953897,0.0,0.9966716278953897,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 3, 5: 3, 6: 3, 7: 1, 8: 1, 9: 3, 10: 0, 11: 2, 12: 1, 13: 1}"
7841,N#CC12OCC(O1)C=C2,0.5,Greedy-Distance,65,106,0.9966401532410725,0.0,0.9966401532410725,"{0: 2, 1: 2, 2: 3, 3: 0, 4: 0, 5: 0, 6: 3, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0}"
7841,N#CC12OCC(O1)C=C2,0.5,Metropolis-Hastings,3,44,0.9966716278953897,0.0,0.9966716278953897,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 3, 5: 3, 6: 3, 7: 2, 8: 2, 9: 1, 10: 3, 11: 0, 12: 2, 13: 2}"
7841,N#CC12OCC(O1)C=C2,1.0,Greedy-Distance,65,106,0.9966401532410725,0.0,0.9966401532410725,"{0: 2, 1: 2, 2: 3, 3: 0, 4: 0, 5: 0, 6: 3, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0}"
7841,N#CC12OCC(O1)C=C2,1.0,Metropolis-Hastings,69,110,0.9966716278953899,0.0,0.9966716278953899,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 0, 5: 0, 6: 0, 7: 2, 8: 2, 9: 3, 10: 0, 11: 1, 12: 2, 13: 2}"
7841,N#CC12OCC(O1)C=C2,1.5,Greedy-Distance,65,106,0.9966401532410725,0.0,0.9966401532410725,"{0: 2, 1: 2, 2: 3, 3: 0, 4: 0, 5: 0, 6: 3, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0}"
7841,N#CC12OCC(O1)C=C2,1.5,Metropolis-Hastings,10,51,0.9966716278953897,0.0,0.9966716278953897,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 0, 8: 0, 9: 2, 10: 1, 11: 3, 12: 0, 13: 0}"
8023,C1OC11C2C3CN2C13,0.01,Greedy-Distance,63,104,0.9986278835963751,0.0,0.9986278835963751,"{0: 2, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 2, 10: 3, 11: 1, 12: 1, 13: 1, 14: 0}"
8023,C1OC11C2C3CN2C13,0.01,Metropolis-Hastings,85,126,0.9986278835963752,0.0,0.9986278835963752,"{0: 0, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 0, 9: 0, 10: 1, 11: 2, 12: 2, 13: 2, 14: 3}"
8023,C1OC11C2C3CN2C13,0.1,Greedy-Distance,63,104,0.9986278835963751,0.0,0.9986278835963751,"{0: 2, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 2, 10: 3, 11: 1, 12: 1, 13: 1, 14: 0}"
8023,C1OC11C2C3CN2C13,0.1,Metropolis-Hastings,51,92,0.9986278835963752,0.0,0.9986278835963752,"{0: 1, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 1, 9: 1, 10: 2, 11: 3, 12: 3, 13: 3, 14: 0}"
8023,C1OC11C2C3CN2C13,0.5,Greedy-Distance,63,104,0.9986278835963751,0.0,0.9986278835963751,"{0: 2, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 2, 10: 3, 11: 1, 12: 1, 13: 1, 14: 0}"
8023,C1OC11C2C3CN2C13,0.5,Metropolis-Hastings,39,80,0.9986278835963752,0.0,0.9986278835963752,"{0: 2, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 2, 10: 3, 11: 1, 12: 1, 13: 1, 14: 0}"
8023,C1OC11C2C3CN2C13,1.0,Greedy-Distance,63,104,0.9986278835963751,0.0,0.9986278835963751,"{0: 2, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 2, 10: 3, 11: 1, 12: 1, 13: 1, 14: 0}"
8023,C1OC11C2C3CN2C13,1.0,Metropolis-Hastings,46,87,0.9986278835963752,0.0,0.9986278835963752,"{0: 3, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 3, 10: 0, 11: 1, 12: 1, 13: 1, 14: 2}"
8023,C1OC11C2C3CN2C13,1.5,Greedy-Distance,63,104,0.9986278835963751,0.0,0.9986278835963751,"{0: 2, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 2, 10: 3, 11: 1, 12: 1, 13: 1, 14: 0}"
8023,C1OC11C2C3CN2C13,1.5,Metropolis-Hastings,11,52,0.9986278835963752,0.0,0.9986278835963752,"{0: 3, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 3, 9: 3, 10: 1, 11: 0, 12: 0, 13: 0, 14: 2}"
8482,O=CC1OCC11CCO1,0.01,Greedy-Distance,24,65,0.9981282273712271,0.0,0.9981282273712271,"{0: 3, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 2}"
8482,O=CC1OCC11CCO1,0.01,Metropolis-Hastings,12,53,0.9981282273712272,0.0,0.9981282273712272,"{0: 1, 1: 0, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 0, 10: 3, 11: 3, 12: 3, 13: 3, 14: 3, 15: 2, 16: 3}"
8482,O=CC1OCC11CCO1,0.1,Greedy-Distance,78,119,0.9968664513773985,0.0,0.9968664513773985,"{0: 3, 1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 3, 10: 0, 11: 0, 12: 2, 13: 0, 14: 1, 15: 0, 16: 0}"
8482,O=CC1OCC11CCO1,0.1,Metropolis-Hastings,4,45,0.9981282273712271,0.0,0.9981282273712271,"{0: 1, 1: 0, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 0, 10: 3, 11: 3, 12: 3, 13: 3, 14: 3, 15: 2, 16: 3}"
8482,O=CC1OCC11CCO1,0.5,Greedy-Distance,78,119,0.9968664513773985,0.0,0.9968664513773985,"{0: 3, 1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 3, 10: 0, 11: 0, 12: 2, 13: 0, 14: 1, 15: 0, 16: 0}"
8482,O=CC1OCC11CCO1,0.5,Metropolis-Hastings,2,43,0.9981282273712271,0.0,0.9981282273712271,"{0: 1, 1: 0, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 0, 10: 3, 11: 3, 12: 3, 13: 3, 14: 3, 15: 3, 16: 2}"
8482,O=CC1OCC11CCO1,1.0,Greedy-Distance,78,119,0.9968664513773985,0.0,0.9968664513773985,"{0: 3, 1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 3, 10: 0, 11: 0, 12: 2, 13: 0, 14: 1, 15: 0, 16: 0}"
8482,O=CC1OCC11CCO1,1.0,Metropolis-Hastings,2,43,0.9981282273712271,0.0,0.9981282273712271,"{0: 1, 1: 0, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 0, 10: 3, 11: 3, 12: 3, 13: 3, 14: 3, 15: 3, 16: 2}"
8482,O=CC1OCC11CCO1,1.5,Greedy-Distance,78,119,0.9968664513773985,0.0,0.9968664513773985,"{0: 3, 1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 3, 10: 0, 11: 0, 12: 2, 13: 0, 14: 1, 15: 0, 16: 0}"
8482,O=CC1OCC11CCO1,1.5,Metropolis-Hastings,2,43,0.9981282273712272,0.0,0.9981282273712272,"{0: 1, 1: 0, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 0, 10: 3, 11: 3, 12: 3, 13: 3, 14: 3, 15: 3, 16: 2}"
9904,OC12C=CC3OC1C2O3,0.01,Greedy-Distance,38,79,0.9971121424989811,0.0,0.9971121424989811,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 2, 13: 1, 14: 3}"
9904,OC12C=CC3OC1C2O3,0.01,Metropolis-Hastings,1,42,0.9971121424989811,0.0,0.9971121424989811,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 3, 10: 3, 11: 1, 12: 2, 13: 3, 14: 0}"
9904,OC12C=CC3OC1C2O3,0.1,Greedy-Distance,38,79,0.9971121424989811,0.0,0.9971121424989811,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 2, 13: 1, 14: 3}"
9904,OC12C=CC3OC1C2O3,0.1,Metropolis-Hastings,1,42,0.9971121424989811,0.0,0.9971121424989811,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 3, 12: 1, 13: 2, 14: 0}"
9904,OC12C=CC3OC1C2O3,0.5,Greedy-Distance,38,79,0.9971121424989811,0.0,0.9971121424989811,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 2, 13: 1, 14: 3}"
9904,OC12C=CC3OC1C2O3,0.5,Metropolis-Hastings,4,45,0.9971121424989811,0.0,0.9971121424989811,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 3, 10: 3, 11: 0, 12: 1, 13: 2, 14: 3}"
9904,OC12C=CC3OC1C2O3,1.0,Greedy-Distance,38,79,0.9971121424989811,0.0,0.9971121424989811,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 2, 13: 1, 14: 3}"
9904,OC12C=CC3OC1C2O3,1.0,Metropolis-Hastings,3,44,0.9971121424989811,0.0,0.9971121424989811,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 2, 10: 2, 11: 3, 12: 0, 13: 2, 14: 1}"
