Beta,Initialization,Seed,Acceptance Rate,Raw Score,Connectivity Penalty,Adjusted Score,Cross-Partition Bonds,Actual k
0.1,60,101,0.9952,0.8656296564250837,0.0,0.8656296564250837,3,4
0.1,61,102,0.9967,0.8959765703920968,0.0,0.8959765703920968,3,4
0.1,62,103,0.9964,0.9003887685118221,0.4,0.8603887685118221,8,4
0.1,63,104,0.9979,0.9273733953019829,0.45,0.8823733953019829,8,4
0.1,64,105,0.9921,0.8817123773708898,0.2,0.8617123773708898,7,4
0.1,65,106,0.9993,0.8656296564250835,0.0,0.8656296564250835,3,4
0.1,66,107,0.9955,0.9038298350389186,0.0,0.9038298350389186,3,4
0.1,67,108,0.995,0.8322754408126801,0.0,0.8322754408126801,3,4
0.1,68,109,0.9958,0.9090473880102093,0.1,0.8990473880102093,4,4
0.1,69,110,0.995,0.903829835038919,0.0,0.903829835038919,3,4
0.1,70,111,0.9977,0.9038298350389181,0.0,0.9038298350389181,3,4
0.1,71,112,0.9942,0.8959765703921002,0.0,0.8959765703921002,3,4
0.1,72,113,0.9993,0.8516611500528226,0.2,0.8316611500528226,5,4
0.1,73,114,0.996,0.8656296564250837,0.0,0.8656296564250837,3,4
0.1,74,115,0.9964,0.9038298350389176,0.0,0.9038298350389176,3,4
0.1,75,116,0.9985,0.8296399119759105,0.1,0.8196399119759105,6,4
0.1,76,117,0.9939,0.851661150052823,0.2,0.8316611500528229,5,4
0.1,77,118,0.9956,0.8620734158249957,0.2,0.8420734158249957,6,4
0.1,78,119,0.9963,0.9024727113532648,0.3,0.8724727113532648,8,4
0.1,79,120,0.9986,0.9090473880102099,0.1,0.8990473880102099,4,4
0.1,80,121,0.9973,0.8621899822719881,0.4,0.822189982271988,8,4
0.1,81,122,0.9978,0.865629656425083,0.0,0.865629656425083,3,4
0.1,82,123,0.9968,0.865629656425083,0.0,0.865629656425083,3,4
0.1,83,124,0.997,0.865629656425083,0.0,0.865629656425083,3,4
0.1,84,125,0.9964,0.9090473880102089,0.1,0.8990473880102089,4,4
0.1,85,126,0.9959,0.8859592299688038,0.2,0.8659592299688038,7,4
0.1,86,127,0.9983,0.8959765703920995,0.0,0.8959765703920995,3,4
0.1,87,128,0.9975,0.8543702692987815,0.25,0.8293702692987814,6,4
0.1,88,129,0.9986,0.8656296564250828,0.0,0.8656296564250828,3,4
0.1,89,130,0.9933,0.8656296564250839,0.0,0.8656296564250839,3,4
0.1,90,131,0.998,0.8959765703920998,0.0,0.8959765703920998,3,4
0.1,91,132,0.9951,0.8554603898236833,0.1,0.8454603898236833,4,4
0.1,92,133,0.9967,0.8183353771418393,0.0,0.8183353771418393,5,4
0.1,93,134,0.9993,0.8322754408126795,0.0,0.8322754408126795,3,4
0.1,94,135,0.9971,0.9038298350389175,0.0,0.9038298350389175,3,4
0.1,95,136,0.9972,0.909047388010209,0.1,0.899047388010209,4,4
0.1,96,137,0.9952,0.8848872296053503,0.2,0.8648872296053502,6,4
0.1,97,138,0.9954,0.8656296564250826,0.0,0.8656296564250826,3,4
0.1,98,139,0.9993,0.8963903944241812,0.2,0.8763903944241812,6,4
0.1,99,140,0.9979,0.8489399728097246,0.1,0.8389399728097245,6,4
0.1,100,141,0.9939,0.8827600935437805,0.3,0.8527600935437805,8,4
1.0,1,42,0.9575,0.9267424480676568,0.4,0.8867424480676568,8,4
1.0,2,43,0.9584,0.865629656425083,0.0,0.865629656425083,3,4
1.0,3,44,0.9498,0.8750973585069386,0.3,0.8450973585069386,7,4
1.0,4,45,0.962,0.9038298350389175,0.0,0.9038298350389175,3,4
1.0,5,46,0.9634,0.9038298350389167,0.0,0.9038298350389167,3,4
1.0,6,47,0.9571,0.8959765703920978,0.0,0.8959765703920978,3,4
1.0,7,48,0.9596,0.8658935433999796,0.15,0.8508935433999796,5,4
1.0,8,49,0.9597,0.8454029776559274,0.1,0.8354029776559274,4,4
1.0,9,50,0.9753,0.8239581506546408,0.1,0.8139581506546408,4,4
1.0,10,51,0.9529,0.9090473880102085,0.1,0.8990473880102084,4,4
1.0,11,52,0.9564,0.9038298350389177,0.0,0.9038298350389177,3,4
1.0,12,53,0.9659,0.9038298350389183,0.0,0.9038298350389183,3,4
1.0,13,54,0.9654,0.9038298350389167,0.0,0.9038298350389167,3,4
1.0,14,55,0.9664,0.8436219242557025,0.1,0.8336219242557025,6,4
1.0,15,56,0.9646,0.9038298350389159,0.0,0.9038298350389159,3,4
1.0,16,57,0.967,0.8959765703920973,0.0,0.8959765703920973,3,4
1.0,17,58,0.9592,0.9269836744975839,0.2,0.9069836744975839,6,4
1.0,18,59,0.9556,0.8656296564250834,0.0,0.8656296564250834,3,4
1.0,19,60,0.9639,0.8840170207911481,0.2,0.8640170207911481,6,4
1.0,20,61,0.9527,0.8656296564250822,0.0,0.8656296564250822,3,4
1.0,21,62,0.9643,0.9090473880102102,0.1,0.8990473880102102,4,4
1.0,22,63,0.9592,0.8959765703920991,0.0,0.8959765703920991,3,4
1.0,23,64,0.9656,0.88171237737089,0.2,0.86171237737089,7,4
1.0,24,65,0.967,0.8554603898236844,0.1,0.8454603898236844,4,4
1.0,25,66,0.9661,0.9038298350389166,0.0,0.9038298350389166,3,4
1.0,26,67,0.9656,0.8656296564250822,0.0,0.8656296564250822,3,4
1.0,27,68,0.9657,0.8554603898236847,0.1,0.8454603898236847,4,4
1.0,28,69,0.9512,0.9038298350389176,0.0,0.9038298350389176,3,4
1.0,29,70,0.9677,0.896919507204983,0.5,0.846919507204983,9,4
1.0,30,71,0.9604,0.9271952736194439,0.3,0.8971952736194438,8,4
1.0,31,72,0.9613,0.8541439312843457,0.1,0.8441439312843457,6,4
1.0,32,73,0.9537,0.9038298350389168,0.0,0.9038298350389168,3,4
1.0,33,74,0.9551,0.9038298350389175,0.0,0.9038298350389175,3,4
1.0,34,75,0.9619,0.823437621809692,0.1,0.813437621809692,4,4
1.0,35,76,0.9741,0.8327391448864917,0.1,0.8227391448864917,5,4
1.0,36,77,0.9786,0.8593026873068004,0.2,0.8393026873068004,7,4
1.0,37,78,0.9576,0.8656296564250828,0.0,0.8656296564250828,3,4
1.0,38,79,0.9553,0.9038298350389175,0.0,0.9038298350389175,3,4
1.0,39,80,0.9608,0.9038298350389167,0.0,0.9038298350389167,3,4
1.0,40,81,0.9665,0.8554603898236838,0.1,0.8454603898236838,4,4
1.0,41,82,0.9551,0.9038298350389179,0.0,0.9038298350389179,3,4
1.0,42,83,0.9651,0.8656296564250837,0.0,0.8656296564250837,3,4
1.0,43,84,0.9644,0.8656296564250828,0.0,0.8656296564250828,3,4
1.0,44,85,0.9477,0.9090473880102085,0.1,0.8990473880102084,4,4
1.0,45,86,0.9681,0.9038298350389175,0.0,0.9038298350389175,3,4
1.0,46,87,0.9652,0.852873744066915,0.1,0.842873744066915,4,4
1.0,47,88,0.9649,0.8474958952239829,0.25,0.8224958952239829,6,4
1.0,48,89,0.9679,0.8959765703921003,0.0,0.8959765703921003,3,4
1.0,49,90,0.9596,0.8528737440669142,0.1,0.8428737440669142,4,4
1.0,50,91,0.9551,0.8656296564250839,0.0,0.8656296564250839,3,4
1.0,51,92,0.9591,0.8348665000347406,0.1,0.8248665000347406,4,4
1.0,52,93,0.9634,0.9038298350389184,0.0,0.9038298350389184,3,4
1.0,53,94,0.9517,0.8683574638029558,0.2,0.8483574638029557,6,4
1.0,54,95,0.9604,0.8660956337138693,0.4,0.8260956337138693,7,4
1.0,55,96,0.9522,0.8652603763556835,0.3,0.8352603763556835,7,4
1.0,56,97,0.9668,0.9090473880102093,0.1,0.8990473880102093,4,4
1.0,57,98,0.967,0.9038298350389168,0.0,0.9038298350389168,3,4
1.0,58,99,0.9532,0.8713445717625866,0.15,0.8563445717625866,5,4
1.0,59,100,0.9598,0.8474958952239823,0.25,0.8224958952239823,6,4
1.0,60,101,0.9521,0.8645155109872674,0.2,0.8445155109872674,7,4
1.0,61,102,0.9506,0.9038298350389179,0.0,0.9038298350389179,3,4
1.0,62,103,0.966,0.8959765703920994,0.0,0.8959765703920994,3,4
1.0,63,104,0.9579,0.903829835038917,0.0,0.903829835038917,3,4
1.0,64,105,0.9619,0.9038298350389168,0.0,0.9038298350389168,3,4
1.0,65,106,0.9612,0.9038298350389176,0.0,0.9038298350389176,3,4
1.0,66,107,0.9591,0.8564840546143616,0.1,0.8464840546143616,4,4
1.0,67,108,0.9631,0.9038298350389159,0.0,0.9038298350389159,3,4
1.0,68,109,0.9639,0.884718881648333,0.2,0.864718881648333,5,4
1.0,69,110,0.9626,0.929972378967606,0.25,0.904972378967606,5,4
1.0,70,111,0.9618,0.9090473880102093,0.1,0.8990473880102093,4,4
1.0,71,112,0.9648,0.9038298350389175,0.0,0.9038298350389175,3,4
1.0,72,113,0.9624,0.8518060214833966,0.25,0.8268060214833965,6,4
1.0,73,114,0.9502,0.8686866698891941,0.1,0.8586866698891941,4,4
1.0,74,115,0.967,0.9038298350389189,0.0,0.9038298350389189,3,4
1.0,75,116,0.9659,0.9186735009121852,0.15,0.9036735009121852,4,4
1.0,76,117,0.952,0.8656296564250839,0.0,0.8656296564250839,3,4
1.0,77,118,0.9691,0.909047388010209,0.1,0.899047388010209,4,4
1.0,78,119,0.9732,0.8599518968037522,0.1,0.8499518968037522,6,4
1.0,79,120,0.9558,0.9090473880102096,0.1,0.8990473880102096,4,4
1.0,80,121,0.9702,0.8403663322407978,0.15,0.8253663322407978,5,4
1.0,81,122,0.9645,0.8168198271220041,0.0,0.8168198271220041,4,4
1.0,82,123,0.9664,0.8656296564250846,0.0,0.8656296564250846,3,4
1.0,83,124,0.9658,0.9090473880102086,0.1,0.8990473880102086,4,4
1.0,84,125,0.9543,0.9090473880102098,0.1,0.8990473880102098,4,4
1.0,85,126,0.9564,0.8820701434031711,0.2,0.8620701434031711,7,4
1.0,86,127,0.9712,0.8969561183118175,0.45,0.8519561183118175,8,4
1.0,87,128,0.9607,0.8937211771565788,0.35,0.8587211771565788,8,4
1.0,88,129,0.9706,0.9271952736194438,0.3,0.8971952736194437,8,4
1.0,89,130,0.9614,0.903829835038917,0.0,0.903829835038917,3,4
1.0,90,131,0.9495,0.9090473880102096,0.1,0.8990473880102096,4,4
1.0,91,132,0.9601,0.8959765703920989,0.0,0.8959765703920989,3,4
1.0,92,133,0.966,0.8528737440669142,0.1,0.8428737440669142,4,4
1.0,93,134,0.9598,0.8695741072044078,0.4,0.8295741072044077,7,4
1.0,94,135,0.9612,0.9038298350389175,0.0,0.9038298350389175,3,4
1.0,95,136,0.9633,0.8674470289047139,0.3,0.8374470289047139,8,4
1.0,96,137,0.9645,0.9090473880102098,0.1,0.8990473880102098,4,4
1.0,97,138,0.9598,0.9038298350389171,0.0,0.9038298350389171,3,4
1.0,98,139,0.9551,0.8956981324789294,0.3,0.8656981324789293,8,4
1.0,99,140,0.9656,0.8656296564250835,0.0,0.8656296564250835,3,4
1.0,100,141,0.9531,0.8959765703920993,0.0,0.8959765703920993,3,4
5.0,1,42,0.8096,0.903829835038917,0.0,0.903829835038917,3,4
5.0,2,43,0.8341,0.913259237141224,0.4,0.873259237141224,9,4
5.0,3,44,0.8179,0.8322754408126801,0.0,0.8322754408126801,3,4
5.0,4,45,0.8286,0.903829835038918,0.0,0.903829835038918,3,4
5.0,5,46,0.8038,0.9090473880102091,0.1,0.8990473880102091,4,4
5.0,6,47,0.8245,0.8959765703920989,0.0,0.8959765703920989,3,4
5.0,7,48,0.8017,0.865629656425083,0.0,0.865629656425083,3,4
5.0,8,49,0.8314,0.9038298350389166,0.0,0.9038298350389166,3,4
5.0,9,50,0.8039,0.9038298350389166,0.0,0.9038298350389166,3,4
5.0,10,51,0.83,0.8683574638029553,0.2,0.8483574638029553,6,4
5.0,11,52,0.7702,0.9038298350389172,0.0,0.9038298350389172,3,4
5.0,12,53,0.8237,0.9090473880102091,0.1,0.8990473880102091,4,4
5.0,13,54,0.8038,0.9038298350389166,0.0,0.9038298350389166,3,4
5.0,14,55,0.7865,0.8656296564250834,0.0,0.8656296564250834,3,4
5.0,15,56,0.8061,0.9038298350389166,0.0,0.9038298350389166,3,4
5.0,16,57,0.827,0.9038298350389177,0.0,0.9038298350389177,3,4
5.0,17,58,0.8034,0.9038298350389175,0.0,0.9038298350389175,3,4
5.0,18,59,0.7847,0.903829835038917,0.0,0.903829835038917,3,4
5.0,19,60,0.81,0.8307922231172706,0.15,0.8157922231172706,6,4
5.0,20,61,0.8314,0.8465695524249833,0.1,0.8365695524249833,6,4
5.0,21,62,0.7838,0.9038298350389172,0.0,0.9038298350389172,3,4
5.0,22,63,0.8185,0.9038298350389166,0.0,0.9038298350389166,3,4
5.0,23,64,0.8115,0.9038298350389171,0.0,0.9038298350389171,3,4
5.0,24,65,0.8327,0.8656296564250829,0.0,0.8656296564250829,3,4
5.0,25,66,0.8144,0.903829835038917,0.0,0.903829835038917,3,4
5.0,26,67,0.7906,0.8656296564250838,0.0,0.8656296564250838,3,4
5.0,27,68,0.828,0.895976570392099,0.0,0.895976570392099,3,4
5.0,28,69,0.8348,0.9090473880102096,0.1,0.8990473880102096,4,4
5.0,29,70,0.8233,0.895976570392095,0.0,0.895976570392095,3,4
5.0,30,71,0.8139,0.895976570392098,0.0,0.895976570392098,3,4
5.0,31,72,0.8232,0.9038298350389168,0.0,0.9038298350389168,3,4
5.0,32,73,0.8291,0.9038298350389166,0.0,0.9038298350389166,3,4
5.0,33,74,0.8409,0.9038298350389176,0.0,0.9038298350389176,3,4
5.0,34,75,0.829,0.8959765703920978,0.0,0.8959765703920978,3,4
5.0,35,76,0.805,0.838784453917185,0.3,0.808784453917185,7,4
5.0,36,77,0.8171,0.9090473880102099,0.1,0.8990473880102099,4,4
5.0,37,78,0.8012,0.8239292604166094,0.1,0.8139292604166094,6,4
5.0,38,79,0.8438,0.9038298350389175,0.0,0.9038298350389175,3,4
5.0,39,80,0.7976,0.9038298350389176,0.0,0.9038298350389176,3,4
5.0,40,81,0.8057,0.9038298350389177,0.0,0.9038298350389177,3,4
5.0,41,82,0.8206,0.9038298350389158,0.0,0.9038298350389158,3,4
5.0,42,83,0.7867,0.9269836744975838,0.2,0.9069836744975838,6,4
5.0,43,84,0.8319,0.9038298350389179,0.0,0.9038298350389179,3,4
5.0,44,85,0.8032,0.8656296564250834,0.0,0.8656296564250834,3,4
5.0,45,86,0.8029,0.9038298350389175,0.0,0.9038298350389175,3,4
5.0,46,87,0.8061,0.9065619090863491,0.1,0.8965619090863491,4,4
5.0,47,88,0.8143,0.9038298350389176,0.0,0.9038298350389176,3,4
5.0,48,89,0.8077,0.903829835038917,0.0,0.903829835038917,3,4
5.0,49,90,0.8023,0.8656296564250833,0.0,0.8656296564250833,3,4
5.0,50,91,0.8148,0.8959765703920942,0.0,0.8959765703920942,3,4
5.0,51,92,0.8329,0.9038298350389163,0.0,0.9038298350389163,3,4
5.0,52,93,0.8461,0.8959765703920975,0.0,0.8959765703920975,3,4
5.0,53,94,0.8071,0.9038298350389167,0.0,0.9038298350389167,3,4
5.0,54,95,0.8195,0.9038298350389166,0.0,0.9038298350389166,3,4
5.0,55,96,0.8183,0.9038298350389171,0.0,0.9038298350389171,3,4
5.0,56,97,0.8177,0.8656296564250825,0.0,0.8656296564250825,3,4
5.0,57,98,0.8034,0.9038298350389171,0.0,0.9038298350389171,3,4
5.0,58,99,0.8307,0.903829835038918,0.0,0.903829835038918,3,4
5.0,59,100,0.8174,0.9090473880102095,0.1,0.8990473880102094,4,4
5.0,60,101,0.8124,0.9038298350389168,0.0,0.9038298350389168,3,4
5.0,61,102,0.8245,0.9038298350389177,0.0,0.9038298350389177,3,4
5.0,62,103,0.8106,0.9085992455767004,0.4,0.8685992455767003,9,4
5.0,63,104,0.8325,0.8579305176208717,0.2,0.8379305176208717,5,4
5.0,64,105,0.8197,0.9038298350389186,0.0,0.9038298350389186,3,4
5.0,65,106,0.7922,0.9038298350389172,0.0,0.9038298350389172,3,4
5.0,66,107,0.8096,0.9065619090863496,0.1,0.8965619090863496,4,4
5.0,67,108,0.8084,0.8817123773708913,0.2,0.8617123773708912,7,4
5.0,68,109,0.8407,0.9038298350389176,0.0,0.9038298350389176,3,4
5.0,69,110,0.8351,0.895976570392098,0.0,0.895976570392098,3,4
5.0,70,111,0.7919,0.8959765703920973,0.0,0.8959765703920973,3,4
5.0,71,112,0.8101,0.9038298350389181,0.0,0.9038298350389181,3,4
5.0,72,113,0.8166,0.8656296564250833,0.0,0.8656296564250833,3,4
5.0,73,114,0.8364,0.9038298350389175,0.0,0.9038298350389175,3,4
5.0,74,115,0.8296,0.8959765703920981,0.0,0.8959765703920981,3,4
5.0,75,116,0.7975,0.8772893354921351,0.2,0.857289335492135,7,4
5.0,76,117,0.8149,0.9090473880102091,0.1,0.8990473880102091,4,4
5.0,77,118,0.7976,0.9038298350389161,0.0,0.9038298350389161,3,4
5.0,78,119,0.815,0.8960994389020934,0.4,0.8560994389020934,9,4
5.0,79,120,0.8168,0.8736352244177001,0.3,0.8436352244177001,8,4
5.0,80,121,0.8335,0.9038298350389162,0.0,0.9038298350389162,3,4
5.0,81,122,0.8102,0.9038298350389177,0.0,0.9038298350389177,3,4
5.0,82,123,0.827,0.9038298350389168,0.0,0.9038298350389168,3,4
5.0,83,124,0.8331,0.9038298350389171,0.0,0.9038298350389171,3,4
5.0,84,125,0.8024,0.8820701434031708,0.2,0.8620701434031708,7,4
5.0,85,126,0.8422,0.9090473880102099,0.1,0.8990473880102099,4,4
5.0,86,127,0.7957,0.8656296564250828,0.0,0.8656296564250828,3,4
5.0,87,128,0.809,0.9038298350389175,0.0,0.9038298350389175,3,4
5.0,88,129,0.8356,0.8443764416292631,0.1,0.834376441629263,5,4
5.0,89,130,0.8353,0.8353045312484012,0.1,0.8253045312484012,5,4
5.0,90,131,0.8408,0.8656296564250828,0.0,0.8656296564250828,3,4
5.0,91,132,0.8383,0.9038298350389159,0.0,0.9038298350389159,3,4
5.0,92,133,0.8495,0.9038298350389183,0.0,0.9038298350389183,3,4
5.0,93,134,0.8384,0.9038298350389184,0.0,0.9038298350389184,3,4
5.0,94,135,0.8364,0.9038298350389175,0.0,0.9038298350389175,3,4
5.0,95,136,0.7956,0.9038298350389171,0.0,0.9038298350389171,3,4
5.0,96,137,0.835,0.9038298350389161,0.0,0.9038298350389161,3,4
5.0,97,138,0.8222,0.891024563630154,0.25,0.866024563630154,7,4
5.0,98,139,0.8114,0.9271952736194434,0.3,0.8971952736194434,8,4
5.0,99,140,0.8056,0.9038298350389167,0.0,0.9038298350389167,3,4
5.0,100,141,0.7984,0.903829835038919,0.0,0.903829835038919,3,4
20.0,1,42,0.4049,0.9038298350389168,0.0,0.9038298350389168,3,4
20.0,2,43,0.3788,0.903829835038918,0.0,0.903829835038918,3,4
20.0,3,44,0.2804,0.9038298350389175,0.0,0.9038298350389175,3,4
20.0,4,45,0.4674,0.8959765703920972,0.0,0.8959765703920972,3,4
20.0,5,46,0.1792,0.9038298350389186,0.0,0.9038298350389186,3,4
20.0,6,47,0.3584,0.8979479739504278,0.25,0.8729479739504278,7,4
20.0,7,48,0.3545,0.9271952736194441,0.3,0.8971952736194441,8,4
20.0,8,49,0.4016,0.8656296564250843,0.0,0.8656296564250843,3,4
20.0,9,50,0.3915,0.8656296564250838,0.0,0.8656296564250838,3,4
20.0,10,51,0.2663,0.9038298350389177,0.0,0.9038298350389177,3,4
20.0,11,52,0.3134,0.9038298350389172,0.0,0.9038298350389172,3,4
20.0,12,53,0.3765,0.9038298350389171,0.0,0.9038298350389171,3,4
20.0,13,54,0.4023,0.8239292604166083,0.1,0.8139292604166083,6,4
20.0,14,55,0.3587,0.903829835038918,0.0,0.903829835038918,3,4
20.0,15,56,0.336,0.9038298350389171,0.0,0.9038298350389171,3,4
20.0,16,57,0.4507,0.899057952579719,0.4,0.859057952579719,8,4
20.0,17,58,0.4537,0.8910245636301525,0.25,0.8660245636301525,7,4
20.0,18,59,0.3867,0.8322754408126803,0.0,0.8322754408126803,3,4
20.0,19,60,0.2844,0.8656296564250829,0.0,0.8656296564250829,3,4
20.0,20,61,0.3272,0.8715661840982167,0.2,0.8515661840982167,6,4
20.0,21,62,0.0771,0.8268338665667745,0.1,0.8168338665667745,6,4
20.0,22,63,0.4498,0.891024563630153,0.25,0.866024563630153,7,4
20.0,23,64,0.4608,0.7954363683154003,0.0,0.7954363683154003,4,4
20.0,24,65,0.4785,0.7110743496805189,0.2,0.6910743496805188,6,4
20.0,25,66,0.3222,0.8656296564250843,0.0,0.8656296564250843,3,4
20.0,26,67,0.3882,0.9365241717291424,0.3,0.9065241717291423,8,4
20.0,27,68,0.3413,0.9038298350389171,0.0,0.9038298350389171,3,4
20.0,28,69,0.3568,0.9038298350389162,0.0,0.9038298350389162,3,4
20.0,29,70,0.3982,0.9038298350389176,0.0,0.9038298350389176,3,4
20.0,30,71,0.414,0.9038298350389167,0.0,0.9038298350389167,3,4
20.0,31,72,0.3921,0.9155761807842691,0.2,0.895576180784269,6,4
20.0,32,73,0.415,0.8979179252147566,0.3,0.8679179252147565,8,4
20.0,33,74,0.1997,0.9038298350389175,0.0,0.9038298350389175,3,4
20.0,34,75,0.3983,0.9299723789676063,0.25,0.9049723789676063,5,4
20.0,35,76,0.3745,0.9038298350389177,0.0,0.9038298350389177,3,4
20.0,36,77,0.4647,0.9271952736194439,0.3,0.8971952736194438,8,4
20.0,37,78,0.4166,0.9038298350389168,0.0,0.9038298350389168,3,4
20.0,38,79,0.4086,0.903829835038917,0.0,0.903829835038917,3,4
20.0,39,80,0.3677,0.9038298350389172,0.0,0.9038298350389172,3,4
20.0,40,81,0.394,0.9038298350389167,0.0,0.9038298350389167,3,4
20.0,41,82,0.4546,0.8979479739504295,0.25,0.8729479739504294,7,4
20.0,42,83,0.374,0.8656296564250835,0.0,0.8656296564250835,3,4
20.0,43,84,0.415,0.9038298350389175,0.0,0.9038298350389175,3,4
20.0,44,85,0.2492,0.8656296564250837,0.0,0.8656296564250837,3,4
20.0,45,86,0.4407,0.9038298350389175,0.0,0.9038298350389175,3,4
20.0,46,87,0.5054,0.8668866499807161,0.2,0.846886649980716,6,4
20.0,47,88,0.2986,0.903829835038917,0.0,0.903829835038917,3,4
20.0,48,89,0.346,0.8963903944241803,0.2,0.8763903944241803,6,4
20.0,49,90,0.3716,0.9459443383608092,0.35,0.9109443383608091,8,4
20.0,50,91,0.4926,0.9090473880102105,0.1,0.8990473880102104,4,4
20.0,51,92,0.4006,0.903829835038917,0.0,0.903829835038917,3,4
20.0,52,93,0.4741,0.8554603898236852,0.1,0.8454603898236852,4,4
20.0,53,94,0.2625,0.9038298350389175,0.0,0.9038298350389175,3,4
20.0,54,95,0.2925,0.8910245636301526,0.25,0.8660245636301526,7,4
20.0,55,96,0.4363,0.8532190882911578,0.15,0.8382190882911578,4,4
20.0,56,97,0.4164,0.8910245636301539,0.25,0.8660245636301539,7,4
20.0,57,98,0.4721,0.832275440812682,0.0,0.832275440812682,3,4
20.0,58,99,0.4328,0.9109977972673601,0.3,0.88099779726736,8,4
20.0,59,100,0.2783,0.9038298350389177,0.0,0.9038298350389177,3,4
