Beta,Initialization,Seed,Acceptance Rate,Raw Score,Connectivity Penalty,Adjusted Score,Cross-Partition Bonds,Actual k
20.0,60,101,0.3598,0.8656296564250828,0.0,0.8656296564250828,3,4
20.0,61,102,0.3171,0.8656296564250843,0.0,0.8656296564250843,3,4
20.0,62,103,0.3003,0.9038298350389162,0.0,0.9038298350389162,3,4
20.0,63,104,0.4198,0.9038298350389167,0.0,0.9038298350389167,3,4
20.0,64,105,0.4383,0.9271952736194432,0.3,0.8971952736194432,8,4
20.0,65,106,0.2767,0.903829835038917,0.0,0.903829835038917,3,4
20.0,66,107,0.3214,0.9090473880102087,0.1,0.8990473880102087,4,4
20.0,67,108,0.4632,0.8820701434031704,0.2,0.8620701434031703,7,4
20.0,68,109,0.2051,0.9038298350389188,0.0,0.9038298350389188,3,4
20.0,69,110,0.3303,0.9038298350389175,0.0,0.9038298350389175,3,4
20.0,70,111,0.3838,0.9038298350389155,0.0,0.9038298350389155,3,4
20.0,71,112,0.3994,0.8239292604166094,0.1,0.8139292604166094,6,4
20.0,72,113,0.3522,0.8656296564250834,0.0,0.8656296564250834,3,4
20.0,73,114,0.4927,0.8322754408126803,0.0,0.8322754408126803,3,4
20.0,74,115,0.4663,0.9038298350389157,0.0,0.9038298350389157,3,4
20.0,75,116,0.4249,0.893889427710549,0.3,0.863889427710549,6,4
20.0,76,117,0.3696,0.8656296564250825,0.0,0.8656296564250825,3,4
20.0,77,118,0.503,0.8715661840982172,0.2,0.8515661840982172,6,4
20.0,78,119,0.4132,0.9038298350389159,0.0,0.9038298350389159,3,4
20.0,79,120,0.3721,0.9038298350389175,0.0,0.9038298350389175,3,4
20.0,80,121,0.2905,0.9038298350389172,0.0,0.9038298350389172,3,4
20.0,81,122,0.3962,0.8829428680889494,0.3,0.8529428680889494,8,4
20.0,82,123,0.3015,0.8656296564250839,0.0,0.8656296564250839,3,4
20.0,83,124,0.2976,0.9038298350389167,0.0,0.9038298350389167,3,4
20.0,84,125,0.3159,0.903829835038918,0.0,0.903829835038918,3,4
20.0,85,126,0.4317,0.8656296564250829,0.0,0.8656296564250829,3,4
20.0,86,127,0.4091,0.903829835038917,0.0,0.903829835038917,3,4
20.0,87,128,0.2956,0.8656296564250843,0.0,0.8656296564250843,3,4
20.0,88,129,0.4444,0.9038298350389171,0.0,0.9038298350389171,3,4
20.0,89,130,0.2871,0.9038298350389168,0.0,0.9038298350389168,3,4
20.0,90,131,0.4911,0.8360230523032013,0.1,0.8260230523032013,4,4
20.0,91,132,0.3666,0.9038298350389162,0.0,0.9038298350389162,3,4
20.0,92,133,0.2906,0.9038298350389172,0.0,0.9038298350389172,3,4
20.0,93,134,0.4748,0.903829835038917,0.0,0.903829835038917,3,4
20.0,94,135,0.4741,0.9038298350389175,0.0,0.9038298350389175,3,4
20.0,95,136,0.3992,0.8979479739504282,0.25,0.8729479739504282,7,4
20.0,96,137,0.3264,0.9038298350389171,0.0,0.9038298350389171,3,4
20.0,97,138,0.4041,0.8322754408126819,0.0,0.8322754408126819,3,4
20.0,98,139,0.3225,0.9038298350389177,0.0,0.9038298350389177,3,4
20.0,99,140,0.2891,0.9038298350389175,0.0,0.9038298350389175,3,4
20.0,100,141,0.3487,0.9038298350389177,0.0,0.9038298350389177,3,4
50.0,1,42,0.1192,0.778763423796012,0.15,0.763763423796012,5,4
50.0,2,43,0.0324,0.8910245636301527,0.25,0.8660245636301527,7,4
50.0,3,44,0.1881,0.862295961561122,0.45,0.8172959615611219,9,4
50.0,4,45,0.1443,0.8443764416292634,0.1,0.8343764416292634,5,4
50.0,5,46,0.0208,0.9038298350389171,0.0,0.9038298350389171,3,4
50.0,6,47,0.1259,0.7419896745552634,0.2,0.7219896745552634,6,4
50.0,7,48,0.1275,0.8820701434031711,0.2,0.8620701434031711,7,4
50.0,8,49,0.0297,0.8656296564250834,0.0,0.8656296564250834,3,4
50.0,9,50,0.0858,0.7989656977367933,0.0,0.7989656977367933,4,4
50.0,10,51,0.0652,0.7989656977367928,0.0,0.7989656977367928,4,4
50.0,11,52,0.0832,0.8327391448864928,0.1,0.8227391448864928,5,4
50.0,12,53,0.1383,0.763567989312307,0.0,0.763567989312307,4,4
50.0,13,54,0.1395,0.8487699717756431,0.1,0.838769971775643,5,4
50.0,14,55,0.161,0.8322754408126798,0.0,0.8322754408126798,3,4
50.0,15,56,0.0827,0.8910245636301518,0.25,0.8660245636301518,7,4
50.0,16,57,0.209,0.8518060214833971,0.25,0.8268060214833971,6,4
50.0,17,58,0.0589,0.8322754408126801,0.0,0.8322754408126801,3,4
50.0,18,59,0.0281,0.9038298350389171,0.0,0.9038298350389171,3,4
50.0,19,60,0.1609,0.9113377264690011,0.3,0.8813377264690011,8,4
50.0,20,61,0.0374,0.9038298350389175,0.0,0.9038298350389175,3,4
50.0,21,62,0.0162,0.7980890686220145,0.2,0.7780890686220144,7,4
50.0,22,63,0.2214,0.8438909839641706,0.1,0.8338909839641706,6,4
50.0,23,64,0.0478,0.9038298350389171,0.0,0.9038298350389171,3,4
50.0,24,65,0.0732,0.43072226936651486,0.0,0.43072226936651486,3,4
50.0,25,66,0.1226,0.8322754408126807,0.0,0.8322754408126807,3,4
50.0,26,67,0.0682,0.9038298350389167,0.0,0.9038298350389167,3,4
50.0,27,68,0.0695,0.9038298350389168,0.0,0.9038298350389168,3,4
50.0,28,69,0.1114,0.9038298350389168,0.0,0.9038298350389168,3,4
50.0,29,70,0.0884,0.8656296564250837,0.0,0.8656296564250837,3,4
50.0,30,71,0.0948,0.7989656977367933,0.0,0.7989656977367933,4,4
50.0,31,72,0.1433,0.9038298350389233,0.0,0.9038298350389233,3,4
50.0,32,73,0.0946,0.8676004580445963,0.3,0.8376004580445963,6,4
50.0,33,74,0.003,0.9038298350389175,0.0,0.9038298350389175,3,4
50.0,34,75,0.0388,0.903829835038917,0.0,0.903829835038917,3,4
50.0,35,76,0.1753,0.7776038242437849,0.0,0.7776038242437849,4,4
50.0,36,77,0.1771,0.8677926023919874,0.2,0.8477926023919874,7,4
50.0,37,78,0.1132,0.8322754408126798,0.0,0.8322754408126798,3,4
50.0,38,79,0.1135,0.8382814508199076,0.2,0.8182814508199076,7,4
50.0,39,80,0.1272,0.8910245636301527,0.25,0.8660245636301527,7,4
50.0,40,81,0.14,0.8239292604166102,0.1,0.8139292604166102,6,4
50.0,41,82,0.0587,0.7954363683154004,0.0,0.7954363683154004,4,4
50.0,42,83,0.1653,0.9271952736194441,0.3,0.8971952736194441,8,4
50.0,43,84,0.0957,0.8322754408126795,0.0,0.8322754408126795,3,4
50.0,44,85,0.0399,0.8656296564250835,0.0,0.8656296564250835,3,4
50.0,45,86,0.0033,0.9038298350389175,0.0,0.9038298350389175,3,4
50.0,46,87,0.1913,0.8656296564250822,0.0,0.8656296564250822,3,4
50.0,47,88,0.143,0.8382814508199075,0.2,0.8182814508199074,7,4
50.0,48,89,0.1652,0.9038298350389199,0.0,0.9038298350389199,3,4
50.0,49,90,0.1022,0.8082481482330839,0.15,0.7932481482330839,5,4
50.0,50,91,0.1763,0.7788552206065233,0.1,0.7688552206065233,5,4
50.0,51,92,0.0665,0.8910245636301526,0.25,0.8660245636301526,7,4
50.0,52,93,0.0796,0.8487699717756426,0.1,0.8387699717756426,5,4
50.0,53,94,0.1972,0.8322754408126797,0.0,0.8322754408126797,3,4
50.0,54,95,0.072,0.8910245636301525,0.25,0.8660245636301525,7,4
50.0,55,96,0.1244,0.8353045312484012,0.1,0.8253045312484012,5,4
50.0,56,97,0.0644,0.7635679893123072,0.0,0.7635679893123072,4,4
50.0,57,98,0.0511,0.8089674814705313,0.1,0.7989674814705313,5,4
50.0,58,99,0.0415,0.8910245636301534,0.25,0.8660245636301533,7,4
50.0,59,100,0.1232,0.7345721311615224,0.0,0.7345721311615224,4,4
50.0,60,101,0.1393,0.8322754408126798,0.0,0.8322754408126798,3,4
50.0,61,102,0.0474,0.865629656425083,0.0,0.865629656425083,3,4
50.0,62,103,0.196,0.8816407368899983,0.3,0.8516407368899983,7,4
50.0,63,104,0.0597,0.9038298350389166,0.0,0.9038298350389166,3,4
50.0,64,105,0.0598,0.8322754408126799,0.0,0.8322754408126799,3,4
50.0,65,106,0.1752,0.8910245636301526,0.25,0.8660245636301526,7,4
50.0,66,107,0.2045,0.8820701434031712,0.2,0.8620701434031712,7,4
50.0,67,108,0.1973,0.8910245636301521,0.25,0.8660245636301521,7,4
50.0,68,109,0.1027,0.8008063335538743,0.0,0.8008063335538743,4,4
50.0,69,110,0.137,0.9038298350389163,0.0,0.9038298350389163,3,4
50.0,70,111,0.0961,0.8174160442140691,0.2,0.7974160442140691,5,4
50.0,71,112,0.0671,0.756570376038128,0.0,0.756570376038128,4,4
50.0,72,113,0.1005,0.7801341107785283,0.0,0.7801341107785283,5,4
50.0,73,114,0.0344,0.7818449972977238,0.0,0.7818449972977238,4,4
50.0,74,115,0.0312,0.9038298350389177,0.0,0.9038298350389177,3,4
50.0,75,116,0.0617,0.9186735009121856,0.15,0.9036735009121856,4,4
50.0,76,117,0.0996,0.8327391448864923,0.1,0.8227391448864922,5,4
50.0,77,118,0.082,0.9038298350389175,0.0,0.9038298350389175,3,4
50.0,78,119,0.0738,0.7934372260259056,0.1,0.7834372260259056,5,4
50.0,79,120,0.0567,0.7989656977367932,0.0,0.7989656977367932,4,4
50.0,80,121,0.0489,0.8656296564250834,0.0,0.8656296564250834,3,4
50.0,81,122,0.2149,0.891024563630153,0.25,0.866024563630153,7,4
50.0,82,123,0.0043,0.5972905548944117,0.0,0.5972905548944117,3,4
50.0,83,124,0.06,0.9038298350389172,0.0,0.9038298350389172,3,4
50.0,84,125,0.0204,0.903829835038917,0.0,0.903829835038917,3,4
50.0,85,126,0.118,0.8910245636301531,0.25,0.8660245636301531,7,4
50.0,86,127,0.0523,0.865629656425083,0.0,0.865629656425083,3,4
50.0,87,128,0.0552,0.8656296564250828,0.0,0.8656296564250828,3,4
50.0,88,129,0.0141,0.9038298350389171,0.0,0.9038298350389171,3,4
50.0,89,130,0.0988,0.7635679893123068,0.0,0.7635679893123068,4,4
50.0,90,131,0.1775,0.7635679893123073,0.0,0.7635679893123073,4,4
50.0,91,132,0.0508,0.7565703760381282,0.0,0.7565703760381282,4,4
50.0,92,133,0.1406,0.9038298350389166,0.0,0.9038298350389166,3,4
50.0,93,134,0.142,0.8816407368899992,0.3,0.8516407368899992,7,4
50.0,94,135,0.0742,0.9038298350389175,0.0,0.9038298350389175,3,4
50.0,95,136,0.079,0.824771802153948,0.25,0.7997718021539479,7,4
50.0,96,137,0.1242,0.8676004580445973,0.3,0.8376004580445973,6,4
50.0,97,138,0.1075,0.838281450819907,0.2,0.818281450819907,7,4
50.0,98,139,0.0791,0.8268338665667748,0.1,0.8168338665667748,6,4
50.0,99,140,0.0459,0.865629656425083,0.0,0.865629656425083,3,4
50.0,100,141,0.1203,0.903829835038918,0.0,0.903829835038918,3,4
100.0,1,42,0.0145,0.7787634237960122,0.15,0.7637634237960121,5,4
100.0,2,43,0.0026,0.7748735309979629,0.0,0.7748735309979629,4,4
100.0,3,44,0.118,0.792961114844671,0.0,0.792961114844671,4,4
100.0,4,45,0.0289,0.891024563630153,0.25,0.866024563630153,7,4
100.0,5,46,0.0,0.7804983073397592,0.0,0.7804983073397592,4,4
100.0,6,47,0.0302,0.7119188710261555,0.0,0.7119188710261555,4,4
100.0,7,48,0.0388,0.8820701434031711,0.2,0.8620701434031711,7,4
100.0,8,49,0.0109,0.8656296564250834,0.0,0.8656296564250834,3,4
100.0,9,50,0.0338,0.7989656977367932,0.0,0.7989656977367932,4,4
100.0,10,51,0.024,0.798965697736793,0.0,0.798965697736793,4,4
100.0,11,52,0.0036,0.7804983073397592,0.0,0.7804983073397592,4,4
100.0,12,53,0.0289,0.7635679893123072,0.0,0.7635679893123072,4,4
100.0,13,54,0.0386,0.8554603898236847,0.1,0.8454603898236847,4,4
100.0,14,55,0.0485,0.7954363683154003,0.0,0.7954363683154003,4,4
100.0,15,56,0.0313,0.8076917342805325,0.1,0.7976917342805325,5,4
100.0,16,57,0.0957,0.7200382468877571,0.1,0.7100382468877571,5,4
100.0,17,58,0.0032,0.8322754408126799,0.0,0.8322754408126799,3,4
100.0,18,59,0.0186,0.8322754408126799,0.0,0.8322754408126799,3,4
100.0,19,60,0.0949,0.8035389416359079,0.0,0.8035389416359079,4,4
100.0,20,61,0.0155,0.756570376038128,0.0,0.756570376038128,4,4
100.0,21,62,0.0018,0.7648116810121918,0.0,0.7648116810121918,5,4
100.0,22,63,0.0399,0.8979479739504287,0.25,0.8729479739504287,7,4
100.0,23,64,0.0343,0.8314439231253048,0.1,0.8214439231253048,5,4
100.0,24,65,0.011,0.43072226936651486,0.0,0.43072226936651486,3,4
100.0,25,66,0.0624,0.8322754408126788,0.0,0.8322754408126788,3,4
100.0,26,67,0.1613,0.8745787362314085,0.35,0.8395787362314084,7,4
100.0,27,68,0.0229,0.7748735309979629,0.0,0.7748735309979629,4,4
100.0,28,69,0.0401,0.8067877155218461,0.15,0.7917877155218461,5,4
100.0,29,70,0.0434,0.891024563630153,0.25,0.866024563630153,7,4
100.0,30,71,0.0035,0.7804983073397592,0.0,0.7804983073397592,4,4
100.0,31,72,0.1058,0.8215195713879561,0.15,0.806519571387956,5,4
100.0,32,73,0.0024,0.7528872007725841,0.0,0.7528872007725841,4,4
100.0,33,74,0.0,0.9038298350389175,0.0,0.9038298350389175,3,4
100.0,34,75,0.0388,0.891024563630152,0.25,0.866024563630152,7,4
100.0,35,76,0.0289,0.7603364336808753,0.1,0.7503364336808753,5,4
100.0,36,77,0.0502,0.7894651297666814,0.15,0.7744651297666814,5,4
100.0,37,78,0.017,0.8322754408126798,0.0,0.8322754408126798,3,4
100.0,38,79,0.0049,0.7954363683154004,0.0,0.7954363683154004,4,4
100.0,39,80,0.0139,0.9038298350389172,0.0,0.9038298350389172,3,4
100.0,40,81,0.0301,0.7954363683154003,0.0,0.7954363683154003,4,4
100.0,41,82,0.0335,0.8322754408126798,0.0,0.8322754408126798,3,4
100.0,42,83,0.0142,0.865629656425083,0.0,0.865629656425083,3,4
100.0,43,84,0.0149,0.7528872007725841,0.0,0.7528872007725841,4,4
100.0,44,85,0.011,0.8168198271220036,0.0,0.8168198271220036,4,4
100.0,45,86,0.0033,0.9038298350389175,0.0,0.9038298350389175,3,4
100.0,46,87,0.0403,0.8554603898236848,0.1,0.8454603898236848,4,4
100.0,47,88,0.0754,0.7215899306002074,0.1,0.7115899306002074,5,4
100.0,48,89,0.0117,0.7801341107785286,0.0,0.7801341107785286,5,4
100.0,49,90,0.0271,0.7345721311615222,0.0,0.7345721311615222,4,4
100.0,50,91,0.0194,0.7788552206065238,0.1,0.7688552206065238,5,4
100.0,51,92,0.0286,0.8035389416359072,0.0,0.8035389416359072,4,4
100.0,52,93,0.032,0.8554603898236844,0.1,0.8454603898236844,4,4
100.0,53,94,0.0229,0.7954363683154004,0.0,0.7954363683154004,4,4
100.0,54,95,0.0385,0.8910245636301529,0.25,0.8660245636301529,7,4
100.0,55,96,0.0429,0.756570376038128,0.0,0.756570376038128,4,4
100.0,56,97,0.0614,0.7379172494010042,0.0,0.7379172494010042,4,4
100.0,57,98,0.046,0.8454966902234263,0.3,0.8154966902234263,6,4
100.0,58,99,0.0168,0.8910245636301534,0.25,0.8660245636301533,7,4
100.0,59,100,0.0106,0.7345721311615224,0.0,0.7345721311615224,4,4
100.0,60,101,0.032,0.7954363683154001,0.0,0.7954363683154001,4,4
100.0,61,102,0.0,0.865629656425083,0.0,0.865629656425083,3,4
100.0,62,103,0.0445,0.8656296564250839,0.0,0.8656296564250839,3,4
100.0,63,104,0.0175,0.7748735309979629,0.0,0.7748735309979629,4,4
100.0,64,105,0.0034,0.8322754408126799,0.0,0.8322754408126799,3,4
100.0,65,106,0.0154,0.8656296564250829,0.0,0.8656296564250829,3,4
100.0,66,107,0.011,0.8168198271220038,0.0,0.8168198271220038,4,4
100.0,67,108,0.0287,0.8990579525797191,0.4,0.8590579525797191,8,4
100.0,68,109,0.0061,0.8008063335538741,0.0,0.8008063335538741,4,4
100.0,69,110,0.023,0.8322754408126798,0.0,0.8322754408126798,3,4
100.0,70,111,0.0096,0.7818449972977238,0.0,0.7818449972977238,4,4
100.0,71,112,0.0056,0.756570376038128,0.0,0.756570376038128,4,4
100.0,72,113,0.0598,0.8805609722893255,0.35,0.8455609722893255,7,4
100.0,73,114,0.0,0.7818449972977238,0.0,0.7818449972977238,4,4
100.0,74,115,0.0142,0.7915215340763724,0.1,0.7815215340763724,5,4
100.0,75,116,0.1104,0.7929611148446712,0.0,0.7929611148446712,4,4
100.0,76,117,0.0428,0.7989656977367932,0.0,0.7989656977367932,4,4
100.0,77,118,0.1058,0.792961114844671,0.0,0.792961114844671,4,4
100.0,78,119,0.0053,0.7648116810121918,0.0,0.7648116810121918,5,4
100.0,79,120,0.0147,0.7804983073397591,0.0,0.7804983073397591,4,4
100.0,80,121,0.0262,0.8656296564250835,0.0,0.8656296564250835,3,4
100.0,81,122,0.0154,0.7954363683154003,0.0,0.7954363683154003,4,4
100.0,82,123,0.0,0.5972905548944117,0.0,0.5972905548944117,3,4
100.0,83,124,0.0081,0.7804983073397592,0.0,0.7804983073397592,4,4
100.0,84,125,0.0165,0.8656296564250833,0.0,0.8656296564250833,3,4
100.0,85,126,0.0535,0.8201261108942178,0.15,0.8051261108942178,5,4
100.0,86,127,0.0133,0.865629656425083,0.0,0.865629656425083,3,4
100.0,87,128,0.02,0.8520835968919805,0.25,0.8270835968919805,7,4
100.0,88,129,0.0083,0.7915215340763724,0.1,0.7815215340763724,5,4
100.0,89,130,0.0732,0.7379172494010039,0.0,0.7379172494010039,4,4
100.0,90,131,0.1263,0.8521634919555039,0.25,0.8271634919555039,6,4
100.0,91,132,0.0626,0.8382814508199076,0.2,0.8182814508199076,7,4
100.0,92,133,0.1047,0.8035389416359077,0.0,0.8035389416359077,4,4
100.0,93,134,0.0219,0.8554603898236844,0.1,0.8454603898236844,4,4
100.0,94,135,0.0,0.9038298350389175,0.0,0.9038298350389175,3,4
100.0,95,136,0.0752,0.8247718021539486,0.25,0.7997718021539486,7,4
100.0,96,137,0.0048,0.8676004580445972,0.3,0.8376004580445972,6,4
100.0,97,138,0.012,0.773162175627597,0.0,0.773162175627597,4,4
100.0,98,139,0.0065,0.7648116810121915,0.0,0.7648116810121915,5,4
100.0,99,140,0.0293,0.903829835038917,0.0,0.903829835038917,3,4
100.0,100,141,0.0024,0.7528872007725841,0.0,0.7528872007725841,4,4
