Lambda,Initialization,Seed,Actual k,Raw Score,Connectivity Penalty,Adjusted Score,Within Fraction,Between Fraction,Higher Fraction,Within Sum,Between Sum,Higher Sum,Prediction,Decomposition Error,N Cross Bonds
0.01,1,42,4,0.9985932081167331,0.0,0.9985932081167331,0.997381410569402,0.0024235950945868134,0.00019499433595461253,-1763.5485389410387,-1.8437275895674554,-0.34478482617619055,-1765.7370513567823,4.092726157978177e-12,3
0.01,2,43,4,0.9981733333700721,0.0,0.9981733333700721,0.99654166107608,0.0032633445879086845,0.00019499433595461359,-1762.0637117963515,-3.328554734259077,-0.34478482617619327,-1765.7370513567869,4.547473508864641e-13,3
0.01,3,44,4,0.9981733333700723,0.0,0.9981733333700723,0.9965416610760802,0.003263344587908641,0.00019499433595461334,-1762.0637117963604,-3.3285547342590256,-0.34478482617619455,-1765.7370513567957,9.322320693172514e-12,3
0.01,4,45,4,0.9981733333700723,0.0,0.9981733333700723,0.9965416610760802,0.003263344587908615,0.0001949943359546125,-1762.0637117963527,-3.3285547342589226,-0.34478482617619155,-1765.7370513567878,1.3642420526593924e-12,3
0.01,5,46,4,0.9985932081167331,0.0,0.9985932081167331,0.997381410569402,0.002423595094586777,0.00019499433595460803,-1763.5485389410471,-1.8437275895673644,-0.3447848261761842,-1765.7370513567907,4.320099833421409e-12,3
0.01,6,47,4,0.9985932081167331,0.0,0.9985932081167331,0.997381410569402,0.002423595094586755,0.00019499433595460906,-1763.5485389410435,-1.8437275895673526,-0.34478482617618533,-1765.737051356787,6.821210263296962e-13,3
0.01,7,48,4,0.9982601937581977,0.0,0.9982601937581977,0.997239989567366,0.0020404083815879982,0.0007196020509893247,-1763.2984813413373,-3.0213853626476017,0.5828153472002946,-1765.7370513567846,1.8189894035458565e-12,3
0.01,8,49,4,0.9981733333700721,0.0,0.9981733333700721,0.9965416610760801,0.003263344587908655,0.00019499433595461293,-1762.0637117963488,-3.3285547342590167,-0.34478482617619155,-1765.7370513567841,2.2737367544323206e-12,3
0.01,9,50,4,0.9982131233475634,0.0,0.9982131233475634,0.997010091017286,0.0024060646604791695,0.0005838443221782505,-1764.1874385869091,-1.8931428108579136,0.3435300409779072,-1765.7370513567892,2.7284841053187847e-12,3
0.01,10,51,4,0.9981733333700723,0.0,0.9981733333700723,0.9965416610760802,0.003263344587908648,0.00019499433595461207,-1762.06371179636,-3.328554734258982,-0.3447848261761922,-1765.737051356795,8.640199666842818e-12,3
0.01,11,52,4,0.9981733333700723,0.0,0.9981733333700723,0.9965416610760802,0.003263344587908609,0.00019499433595460984,-1762.0637117963497,-3.3285547342589714,-0.3447848261761863,-1765.7370513567848,1.5916157281026244e-12,3
0.01,12,53,4,0.9984389673854199,0.0,0.9984389673854199,0.9972905514299681,0.002296831910828079,0.00041261665914710396,-1761.0307362684484,-4.055780519740011,-0.6505345685899806,-1765.7370513567785,7.958078640513122e-12,3
0.01,13,54,4,0.9985932081167331,0.0,0.9985932081167331,0.997381410569402,0.002423595094586759,0.00019499433595461115,-1763.5485389410462,-1.8437275895673642,-0.34478482617618955,-1765.7370513567898,3.410605131648481e-12,3
0.01,14,55,4,0.99843896738542,0.0,0.99843896738542,0.9972905514299683,0.0022968319108280285,0.0004126166591470696,-1761.030736268458,-4.055780519739944,-0.6505345685899213,-1765.7370513567878,1.3642420526593924e-12,3
0.01,15,56,4,0.9974593859287807,0.0,0.9974593859287807,0.9959032627216431,0.0031122464142001446,0.0009844908641003468,-1765.0756561679975,1.0053836897635384,-1.6667788785506101,-1765.7370513567846,1.8189894035458565e-12,3
0.01,16,57,4,0.9981733333700723,0.0,0.9981733333700723,0.9965416610760802,0.0032633445879086433,0.00019499433595461364,-1762.063711796351,-3.328554734258988,-0.34478482617619327,-1765.7370513567862,2.2737367544323206e-13,3
0.01,17,58,4,0.9978398308484676,0.0,0.9978398308484676,0.9966048867365314,0.0024698882237971357,0.0009252250396150695,-1766.6949308440255,0.7428380531419587,0.21504143409657872,-1765.737051356787,6.821210263296962e-13,3
0.01,18,59,4,0.9976017091306376,0.0,0.9976017091306376,0.9952034182612562,0.004796581738687428,0.0,-1769.705934326091,3.968882969299025,0.0,-1765.7370513567919,5.4569682106375694e-12,3
0.01,19,60,4,0.9985932081167331,0.0,0.9985932081167331,0.997381410569402,0.0024235950945867397,0.0001949943359546084,-1763.548538941046,-1.843727589567332,-0.34478482617618467,-1765.7370513567896,3.183231456205249e-12,3
0.01,20,61,4,0.9984106638521631,0.0,0.9984106638521631,0.9970161788541391,0.0027889699959726738,0.0001948511498316964,-1764.1982108803963,-1.1940556502224646,-0.34478482617618333,-1765.737051356795,8.640199666842818e-12,3
0.01,21,62,4,0.998701029423529,0.10526315789473684,0.9976483978445816,0.9980866596044585,0.0012287396380656144,0.0006846007574193492,-1766.0924030354925,1.1303520228571464,-0.7750003441536453,-1765.737051356789,2.5011104298755527e-12,4
0.01,22,63,4,0.9976295276149432,0.0,0.9976295276149432,0.9966726516963572,0.0019137518370965479,0.0014135964664896362,-1764.8514045931938,-3.3887632132717744,2.5031164496848897,-1765.7370513567807,5.6843418860808015e-12,3
0.01,23,64,4,0.9976295276149432,0.0,0.9976295276149432,0.9966726516963572,0.0019137518370965488,0.0014135964664896232,-1764.8514045932088,-3.3887632132718046,2.503116449684888,-1765.7370513567957,9.322320693172514e-12,3
0.01,24,65,4,0.998062656952115,0.0,0.998062656952115,0.9967044608763349,0.0027163921514846063,0.0005791469721237337,-1759.9179958220411,-4.796434267891435,-1.0226212668600343,-1765.7370513567928,6.366462912410498e-12,3
0.01,25,66,4,0.9988478505780566,0.10526315789473684,0.9977952189991092,0.9978906448668551,0.001914411422327676,0.00019494371076070788,-1764.9071682830354,-0.4850982475779795,-0.34478482617619327,-1765.7370513567896,3.183231456205249e-12,4
0.01,26,67,4,0.9984389673854199,0.0,0.9984389673854199,0.9972905514299681,0.002296831910828032,0.0004126166591470878,-1761.0307362684634,-4.0557805197399635,-0.6505345685899476,-1765.7370513567935,7.048583938740194e-12,3
0.01,27,68,4,0.9985932081167331,0.0,0.9985932081167331,0.997381410569402,0.0024235950945867605,0.00019499433595461264,-1763.548538941042,-1.8437275895673484,-0.34478482617619133,-1765.7370513567855,9.094947017729282e-13,3
0.01,28,69,4,0.9971842089625977,0.0,0.9971842089625977,0.9943684179251768,0.005631582074766958,0.0,-1768.2211071813906,2.4840558246074096,0.0,-1765.7370513567832,3.183231456205249e-12,3
0.01,29,70,4,0.9984389673854199,0.0,0.9984389673854199,0.9972905514299681,0.0022968319108280194,0.0004126166591470974,-1761.030736268461,-4.055780519739935,-0.6505345685899728,-1765.737051356791,4.547473508864641e-12,3
0.01,30,71,4,0.9984389673854199,0.0,0.9984389673854199,0.9972905514299681,0.0022968319108280164,0.00041261665914709615,-1761.0307362684584,-4.055780519739924,-0.650534568589915,-1765.7370513567882,1.8189894035458565e-12,3
0.01,31,72,4,0.9968614694786521,0.0,0.9968614694786521,0.9950098398445693,0.0037032592680900033,0.0012869008872840653,-1756.9257406782317,-6.538982100447282,-2.272328578101519,-1765.7370513567805,5.9117155615240335e-12,3
0.01,32,73,4,0.9976295276149433,0.0,0.9976295276149433,0.9966726516963573,0.0019137518370965256,0.0014135964664896295,-1764.8514045932027,-3.3887632132717513,2.5031164496848897,-1765.7370513567894,2.9558577807620168e-12,3
0.01,33,74,4,0.9985932081167332,0.0,0.9985932081167332,0.9973814105694021,0.002423595094586728,0.00019499433595460898,-1763.5485389410433,-1.8437275895673408,-0.3447848261761851,-1765.7370513567869,4.547473508864641e-13,3
0.01,34,75,4,0.9979750360857551,0.0,0.9979750360857551,0.996129365852331,0.003691340466773118,0.00017929368083947057,-1765.0652972939238,-0.354059328708465,-0.31769473416041794,-1765.7370513567926,6.139089236967266e-12,3
0.01,35,76,4,0.9980142793272911,0.0,0.9980142793272911,0.9965886834442208,0.0028511917660655863,0.0005601247896571116,-1767.2256849274868,2.481888793728534,-0.9932552230331004,-1765.7370513567914,5.002220859751105e-12,3
0.01,36,77,4,0.9982601937581977,0.0,0.9982601937581977,0.997239989567366,0.0020404083815880364,0.0007196020509893328,-1763.2984813413318,-3.021385362647657,0.5828153472003087,-1765.7370513567791,7.275957614183426e-12,3
0.01,37,78,4,0.9972705781165582,0.0,0.9972705781165582,0.9950627970579478,0.0044155621171458785,0.0005216408248501384,-1769.455876726382,2.79122519621873,0.9276001733765173,-1765.7370513567869,4.547473508864641e-13,3
0.01,38,79,4,0.9982601937581977,0.0,0.9982601937581977,0.997239989567366,0.002040408381588057,0.0007196020509893396,-1763.2984813413418,-3.021385362647719,0.5828153472003232,-1765.7370513567892,2.7284841053187847e-12,3
0.01,39,80,4,0.9979750360857551,0.0,0.9979750360857551,0.996129365852331,0.0036913404667730837,0.00017929368083946577,-1765.0652972939204,-0.3540593287083884,-0.31769473416040883,-1765.7370513567892,2.7284841053187847e-12,3
0.01,40,81,4,0.9972639195010494,0.0,0.9972639195010494,0.9949726895901331,0.004582459821757738,0.00044485058805290417,-1766.186933656852,1.2395414578208204,-0.7896591577526229,-1765.7370513567837,2.7284841053187847e-12,3
0.01,41,82,4,0.9979910974233658,0.0,0.9979910974233658,0.9961770459965444,0.0036281028535672818,0.0001948511498317102,-1762.7133837356992,-2.678882794914104,-0.34478482617620665,-1765.7370513567896,3.183231456205249e-12,3
