k,Initialization,Seed,Actual k,Raw Score,Connectivity Penalty,Adjusted Score,Within Fraction,Between Fraction,Higher Fraction,Within Sum,Between Sum,Higher Sum
2,100,20141,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240935,0.0,-1764.2632275350525,-1.4738238217344484,0.0
3,1,30042,3,0.9992380197071412,0.0,0.9992380197071412,0.9984760394142635,0.001523960585679965,0.0,-1765.484038319301,-0.2530130374906807,0.0
3,2,30043,3,0.9990550019515275,0.0,0.9990550019515275,0.9981100039030362,0.0018899960969073583,0.0,-1766.1337102586408,0.39665890185423547,0.0
3,3,30044,3,0.999216484851071,0.0,0.999216484851071,0.9984329697021231,0.0015670302978202824,0.0,-1768.5127139088756,2.7756625520913905,0.0
3,4,30045,3,0.9989369572260646,0.0,0.9989369572260646,0.9980691784218565,0.0017355576083404928,0.00019526396974637748,-1762.3277281568003,-3.064538373811154,-0.3447848261762091
3,5,30046,3,0.996956442937524,0.0,0.996956442937524,0.994579875308555,0.004753135257862633,0.00066698943352588,-1758.5123546848274,-8.403997790369926,1.1793011184100375
3,6,30047,3,0.9988271210807181,0.0,0.9988271210807181,0.9976542421614174,0.0023457578385260845,0.0,-1765.3272498759445,-0.4098014808404089,0.0
3,7,30048,3,0.9990550019515275,0.0,0.9990550019515275,0.9981100039030362,0.0018899960969073753,0.0,-1766.1337102586397,0.3966589018542397,0.0
3,8,30049,3,0.9989369572260646,0.0,0.9989369572260646,0.9980691784218565,0.0017355576083404832,0.00019526396974635943,-1762.3277281567998,-3.064538373811136,-0.3447848261761771
3,9,30050,3,0.9988562884865276,0.0,0.9988562884865276,0.9977346829587009,0.0022432110555779977,2.2105985664409304e-05,-1761.8149904378417,-3.9610960027103723,0.03903508376241588
3,10,30051,3,0.9992380197071412,0.0,0.9992380197071412,0.9984760394142635,0.0015239605856799702,0.0,-1765.4840383192966,-0.2530130374907007,0.0
3,11,30052,3,0.9983562409481572,0.0,0.9983562409481572,0.9972733789849569,0.0021657239263253697,0.0005608970886613298,-1766.0048741432374,1.2610780094848062,-0.9932552230330832
3,12,30053,3,0.996956442937524,0.0,0.996956442937524,0.994579875308555,0.00475313525786262,0.0006669894335258758,-1758.5123546848267,-8.4039977903699,1.1793011184100295
3,13,30054,3,0.9980456872680218,0.0,0.9980456872680218,0.9975049710025143,0.001081432530939489,0.001413596466489635,-1766.325228414934,-1.9149393915373463,2.503116449684895
3,14,30055,3,0.998705647717519,0.0,0.998705647717519,0.9978138091677409,0.0017836770994811447,0.00040251373272147666,-1766.401720233157,1.3772276156512535,-0.7125587392799455
3,15,30056,3,0.9985165018860266,0.0,0.9985165018860266,0.9972282677417806,0.002576468288416328,0.00019526396974635393,-1760.8429010121067,-4.5493655185027695,-0.3447848261761671
3,16,30057,3,0.9990099713783599,0.0,0.9990099713783599,0.9980199427567008,0.001980057243242572,0.0,-1764.6775779366012,-1.0594734201854117,0.0
3,17,30058,3,0.9989369572260646,0.0,0.9989369572260646,0.9980691784218564,0.0017355576083404965,0.0001952639697463654,-1762.3277281568026,-3.0645383738111645,-0.3447848261761882
3,18,30059,3,0.9990550019515275,0.0,0.9990550019515275,0.9981100039030362,0.0018899960969073618,0.0,-1766.1337102586415,0.39665890185424213,0.0
3,19,30060,3,0.9964776810095466,0.0,0.9964776810095466,0.996131346112842,0.0006926697933340103,0.0031759840937675816,-1770.1499620958562,-1.2308913008307707,5.643802039899734
3,20,30061,3,0.9991288155135575,0.0,0.9991288155135575,0.9984528949968426,0.0013518410333543487,0.00019526396974637702,-1763.0052707304715,-2.3869958001383536,-0.344784826176208
3,21,30062,3,0.9985165018860265,0.0,0.9985165018860265,0.9972282677417806,0.0025764682884163444,0.00019526396974637867,-1760.8429010121074,-4.5493655185028,-0.344784826176211
3,22,30063,3,0.9988562884865276,0.0,0.9988562884865276,0.9977346829587009,0.0022432110555779495,2.2105985664417533e-05,-1761.8149904378397,-3.961096002710282,0.03903508376243037
3,23,30064,3,0.9964776810095466,0.0,0.9964776810095466,0.996131346112842,0.0006926697933340102,0.0031759840937675824,-1770.1499620958566,-1.2308913008307707,5.643802039899738
3,24,30065,3,0.9984075546519208,0.0,0.9984075546519208,0.9968151093038228,0.00318489069612071,0.0,-1763.8424227312544,-1.8946286255320923,0.0
3,25,30066,3,0.9985165018860265,0.0,0.9985165018860265,0.9972282677417806,0.0025764682884163023,0.00019526396974637244,-1760.8429010121092,-4.54936551850273,-0.3447848261762003
3,26,30067,3,0.9969385351230137,0.0,0.9969385351230137,0.9938770702460087,0.006122929753934881,0.0,-1764.920703660478,-0.8163476963109302,0.0
3,27,30068,3,0.9989369572260646,0.0,0.9989369572260646,0.9980691784218565,0.001735557608340474,0.00019526396974635943,-1762.3277281568044,-3.0645383738111276,-0.344784826176178
3,28,30069,3,0.9989369572260646,0.0,0.9989369572260646,0.9980691784218565,0.0017355576083404917,0.00019526396974637946,-1762.3277281567991,-3.06453837381115,-0.34478482617621237
3,29,30070,3,0.9985900966316988,0.0,0.9985900966316988,0.997180193263379,0.0028198067365644004,0.0,-1763.1927507919088,-2.5443005648770187,0.0
3,30,30071,3,0.997699264371202,0.0,0.997699264371202,0.996091904654889,0.0032147194325507352,0.0006933759125037403,-1758.8363826057898,-5.676349211771823,-1.2243195392262458
3,31,30072,3,0.9992380197071412,0.0,0.9992380197071412,0.9984760394142633,0.001523960585679979,0.0,-1765.4840383192961,-0.2530130374906807,0.0
3,32,30073,3,0.9980456872680218,0.0,0.9980456872680218,0.9975049710025142,0.0010814325309395146,0.0014135964664896347,-1766.325228414934,-1.9149393915373918,2.503116449684895
3,33,30074,3,0.999216484851071,0.0,0.999216484851071,0.9984329697021231,0.0015670302978202791,0.0,-1768.5127139088768,2.7756625520913865,0.0
3,34,30075,3,0.9972788090311641,0.0,0.9972788090311641,0.9950867741922438,0.004384069677764961,0.0005291561299345384,-1757.0615865064515,-7.741114265759851,-0.9343505845780349
3,35,30076,3,0.9991288155135575,0.0,0.9991288155135575,0.9984528949968426,0.0013518410333543407,0.0001952639697463599,-1763.0052707304742,-2.386995800138343,-0.3447848261761782
3,36,30077,3,0.9990099713783599,0.0,0.9990099713783599,0.9980199427567008,0.0019800572432425553,0.0,-1764.6775779366021,-1.0594734201853242,0.0
3,37,30078,3,0.9985900966316988,0.0,0.9985900966316988,0.997180193263379,0.002819806736564423,0.0,-1763.192750791913,-2.5443005648769943,0.0
3,38,30079,3,0.9982428740244308,0.0,0.9982428740244308,0.9964857480488428,0.0035142519511008846,0.0,-1771.986218530514,6.249167173728119,0.0
3,39,30080,3,0.9985900966316988,0.0,0.9985900966316988,0.997180193263379,0.0028198067365644125,0.0,-1763.192750791909,-2.544300564876982,0.0
3,40,30081,3,0.9990550019515275,0.0,0.9990550019515275,0.9981100039030362,0.001889996096907373,0.0,-1766.1337102586397,0.39665890185424346,0.0
3,41,30082,3,0.9991288155135575,0.0,0.9991288155135575,0.9984528949968425,0.0013518410333544072,0.00019526396974636076,-1763.0052707304728,-2.386995800138459,-0.34478482617617956
3,42,30083,3,0.9988562884865276,0.0,0.9988562884865276,0.9977346829587009,0.0022432110555779612,2.2105985664425082e-05,-1761.8149904378395,-3.961096002710303,0.03903508376244369
3,43,30084,3,0.9991288155135575,0.0,0.9991288155135575,0.9984528949968425,0.0013518410333543801,0.00019526396974636987,-1763.0052707304717,-2.3869958001384095,-0.34478482617619544
3,44,30085,3,0.9992380197071412,0.0,0.9992380197071412,0.9984760394142635,0.0015239605856799566,0.0,-1765.4840383192952,-0.2530130374906565,0.0
3,45,30086,3,0.9989369572260646,0.0,0.9989369572260646,0.9980691784218565,0.001735557608340459,0.0001952639697463591,-1762.327728156801,-3.064538373811095,-0.3447848261761768
3,46,30087,3,0.9989369572260646,0.0,0.9989369572260646,0.9980691784218565,0.0017355576083404626,0.0001952639697463688,-1762.327728156798,-3.0645383738110965,-0.3447848261761933
3,47,30088,3,0.9989369572260646,0.0,0.9989369572260646,0.9980691784218564,0.0017355576083405006,0.00019526396974636385,-1762.3277281568005,-3.0645383738111684,-0.3447848261761851
3,48,30089,3,0.9964776810095466,0.0,0.9964776810095466,0.996131346112842,0.0006926697933340119,0.0031759840937675868,-1770.149962095857,-1.2308913008307742,5.643802039899747
3,49,30090,3,0.9992380197071412,0.0,0.9992380197071412,0.9984760394142633,0.001523960585679998,0.0,-1765.4840383192932,-0.2530130374906139,0.0
3,50,30091,3,0.9990550019515275,0.0,0.9990550019515275,0.9981100039030362,0.0018899960969073774,0.0,-1766.13371025864,0.3966589018542266,0.0
3,51,30092,3,0.9990550019515275,0.0,0.9990550019515275,0.9981100039030362,0.0018899960969073607,0.0,-1766.1337102586406,0.396658901854251,0.0
3,52,30093,3,0.9969385351230137,0.0,0.9969385351230137,0.9938770702460087,0.006122929753934961,0.0,-1764.9207036604762,-0.8163476963108778,0.0
3,53,30094,3,0.9980456872680218,0.0,0.9980456872680218,0.9975049710025142,0.0010814325309395005,0.0014135964664896408,-1766.3252284149332,-1.9149393915373658,2.5031164496849048
3,54,30095,3,0.9982428740244308,0.0,0.9982428740244308,0.9964857480488428,0.0035142519511008937,0.0,-1771.9862185305153,6.249167173728139,0.0
3,55,30096,3,0.9992380197071412,0.0,0.9992380197071412,0.9984760394142635,0.001523960585679971,0.0,-1765.4840383192943,-0.25301303749066384,0.0
3,56,30097,3,0.999216484851071,0.0,0.999216484851071,0.9984329697021231,0.001567030297820308,0.0,-1768.5127139088793,2.7756625520914415,0.0
3,57,30098,3,0.9982428740244309,0.0,0.9982428740244309,0.9964857480488429,0.003514251951100868,0.0,-1771.986218530514,6.249167173728089,0.0
3,58,30099,3,0.9986769570198245,0.0,0.9986769570198245,0.997878521754665,0.0015968705302437797,0.0005246077150347281,-1764.4275203368982,-2.237131193265627,0.9276001733765187
3,59,30100,3,0.9990099713783599,0.0,0.9990099713783599,0.9980199427567009,0.001980057243242521,0.0,-1764.6775779366071,-1.0594734201853682,0.0
3,60,30101,3,0.9987056477175192,0.0,0.9987056477175192,0.9978138091677409,0.0017836770994811336,0.0004025137327214555,-1766.401720233158,1.3772276156512115,-0.7125587392799084
3,61,30102,3,0.9990550019515275,0.0,0.9990550019515275,0.9981100039030362,0.0018899960969073568,0.0,-1766.13371025864,0.3966589018542701,0.0
3,62,30103,3,0.9981329200061883,0.0,0.9981329200061883,0.9962658400123577,0.0037341599875859127,0.0,-1769.162666115516,3.42561475872803,0.0
3,63,30104,3,0.9979276280400945,0.0,0.9979276280400945,0.9964177368677734,0.003019782344566826,0.0005624807876031423,-1759.4117166166102,-5.332141572835031,-0.9931931673472751
3,64,30105,3,0.9992380197071412,0.0,0.9992380197071412,0.9984760394142633,0.0015239605856800069,0.0,-1765.4840383192966,-0.253013037490613,0.0
3,65,30106,3,0.9992380197071412,0.0,0.9992380197071412,0.9984760394142633,0.0015239605856799793,0.0,-1765.4840383192957,-0.25301303749062365,0.0
3,66,30107,3,0.9982428740244308,0.0,0.9982428740244308,0.9964857480488428,0.0035142519511008694,0.0,-1771.9862185305171,6.249167173728103,0.0
3,67,30108,3,0.9990550019515275,0.0,0.9990550019515275,0.9981100039030362,0.0018899960969073785,0.0,-1766.1337102586394,0.3966589018542377,0.0
3,68,30109,3,0.996956442937524,0.0,0.996956442937524,0.994579875308555,0.004753135257862616,0.0006669894335258826,-1758.5123546848272,-8.403997790369896,1.179301118410042
3,69,30110,3,0.9989369572260646,0.0,0.9989369572260646,0.9980691784218565,0.001735557608340468,0.00019526396974636382,-1762.3277281568005,-3.0645383738111103,-0.344784826176185
3,70,30111,3,0.9987056477175192,0.0,0.9987056477175192,0.9978138091677409,0.0017836770994811065,0.00040251373272147276,-1766.4017202331572,1.377227615651164,-0.7125587392799386
3,71,30112,3,0.9982428740244309,0.0,0.9982428740244309,0.9964857480488429,0.0035142519511008508,0.0,-1771.9862185305158,6.249167173728064,0.0
3,72,30113,3,0.9992380197071412,0.0,0.9992380197071412,0.9984760394142635,0.0015239605856799652,0.0,-1765.4840383192975,-0.2530130374906485,0.0
3,73,30114,3,0.9985900966316988,0.0,0.9985900966316988,0.997180193263379,0.0028198067365644204,0.0,-1763.1927507919129,-2.544300564877009,0.0
3,74,30115,3,0.9990099713783599,0.0,0.9990099713783599,0.9980199427567009,0.001980057243242524,0.0,-1764.6775779366042,-1.059473420185297,0.0
3,75,30116,3,0.9985165018860265,0.0,0.9985165018860265,0.9972282677417806,0.0025764682884163097,0.00019526396974637076,-1760.84290101211,-4.5493655185027455,-0.3447848261761975
3,76,30117,3,0.9990550019515275,0.0,0.9990550019515275,0.9981100039030361,0.0018899960969074312,0.0,-1766.1337102586424,0.3966589018541118,0.0
