Initialization,Seed,Initial Raw Score,Initial Adjusted Score,Greedy Raw Score,Greedy Connectivity Penalty,Greedy Adjusted Score,MH Raw Score,MH Connectivity Penalty,MH Adjusted Score,MH Minus Greedy
1,42,0.9914411634744728,0.9914411634744728,0.9914411634744728,0.0,0.9914411634744728,0.9987584244686465,0.0,0.9987584244686465,0.007317260994173735
2,43,0.9924235782055136,0.9924235782055136,0.9924235782055136,0.0,0.9924235782055136,0.9977806774175231,0.0,0.9977806774175231,0.005357099212009442
3,44,0.9964119791191459,0.9964119791191459,0.9964119791191459,0.0,0.9964119791191459,0.9994369687820118,0.0,0.9994369687820118,0.0030249896628659068
4,45,0.9831557313036713,0.9831557313036713,0.9929611039596921,0.0,0.9929611039596921,0.9982562434698182,0.0,0.9982562434698182,0.005295139510126168
5,46,0.9932820428580346,0.9932820428580346,0.995575329981751,0.0,0.995575329981751,0.9989220824677357,0.0,0.9989220824677357,0.0033467524859847053
6,47,0.9948950566090359,0.9948950566090359,0.9948950566090359,0.0,0.9948950566090359,0.9994369687820118,0.0,0.9994369687820118,0.004541912172975948
7,48,0.9959835831881269,0.9959835831881269,0.9962813790302554,0.0,0.9962813790302554,0.9994369687820118,0.0,0.9994369687820118,0.003155589751756449
8,49,0.9921154194166494,0.9921154194166494,0.9921154194166494,0.0,0.9921154194166494,0.9982562434698182,0.0,0.9982562434698182,0.006140824053168847
9,50,0.9826113029329738,0.9826113029329738,0.9843798446526062,0.0,0.9843798446526062,0.9987584244686465,0.0,0.9987584244686465,0.014378579816040293
10,51,0.9843798446526062,0.9843798446526062,0.9843798446526062,0.0,0.9843798446526062,0.9971529909192425,0.0,0.9971529909192425,0.012773146266636282
11,52,0.9963105637435467,0.9963105637435467,0.9963105637435467,0.0,0.9963105637435467,0.9982562434698182,0.0,0.9982562434698182,0.0019456797262715764
12,53,0.9906285367470731,0.9906285367470731,0.9918086051940286,0.0,0.9918086051940286,0.9977746191664975,0.0,0.9977746191664975,0.0059660139724688754
13,54,0.9915191541688247,0.9915191541688247,0.9915191541688247,0.0,0.9915191541688247,0.9977806774175231,0.0,0.9977806774175231,0.006261523248698331
14,55,0.9843798446526062,0.9843798446526062,0.9843798446526062,0.0,0.9843798446526062,0.9994369687820118,0.0,0.9994369687820118,0.01505712412940563
15,56,0.9890937904996081,0.9890937904996081,0.9903165844075895,0.0,0.9903165844075895,0.9980571907631702,0.0,0.9980571907631702,0.007740606355580715
16,57,0.9958147237067329,0.9958147237067329,0.9958147237067329,0.0,0.9958147237067329,0.9994369687820118,0.0,0.9994369687820118,0.0036222450752789737
17,58,0.9957225383683411,0.9957225383683411,0.9957225383683411,0.0,0.9957225383683411,0.9989220824677357,0.0,0.9989220824677357,0.0031995440993946023
18,59,0.9824492869664733,0.9824492869664733,0.9890584085915103,0.0,0.9890584085915103,0.9977086599291826,0.0,0.9977086599291826,0.008650251337672277
19,60,0.9900699784922269,0.9900699784922269,0.9913635707802371,0.0,0.9913635707802371,0.9982562434698182,0.0,0.9982562434698182,0.0068926726895811585
20,61,0.9887224436488907,0.9887224436488907,0.9887224436488907,0.0,0.9887224436488907,0.9994369687820118,0.0,0.9994369687820118,0.0107145251331211
21,62,0.9921212932581369,0.9921212932581369,0.9921212932581369,0.0,0.9921212932581369,0.9980571907631702,0.0,0.9980571907631702,0.005935897505033316
22,63,0.9895588412417365,0.9895588412417365,0.9895588412417365,0.0,0.9895588412417365,0.9979803040190321,0.0,0.9979803040190321,0.008421462777295607
23,64,0.9903448248055398,0.9903448248055398,0.9903448248055398,0.0,0.9903448248055398,0.9994369687820118,0.0,0.9994369687820118,0.009092143976472067
24,65,0.9931381613760731,0.9931381613760731,0.9931381613760731,0.0,0.9931381613760731,0.9977413849507952,0.0,0.9977413849507952,0.004603223574722093
25,66,0.9854124891441924,0.9854124891441924,0.9854124891441924,0.0,0.9854124891441924,0.9994369687820118,0.0,0.9994369687820118,0.014024479637819387
