Sample Position,Test Index,SMILES,Total Atoms,Heavy Atoms,Lambda,Initialization,Seed,Initial Raw Score,Initial Connectivity Penalty,Initial Adjusted Score,Greedy Raw Score,Greedy Connectivity Penalty,Greedy Adjusted Score,MH Raw Score,MH Connectivity Penalty,MH Adjusted Score,MH Minus Greedy Raw,MH Minus Greedy Adjusted
1,674,CC1=C(N)C=NO1,13,7,0.01,1,42,0.9864159842432537,0.0,0.9864159842432537,0.9932734566385567,0.0,0.9932734566385567,0.9978130661477641,0.0,0.9978130661477641,0.0045396095092073985,0.0045396095092073985
1,674,CC1=C(N)C=NO1,13,7,0.01,2,43,0.9822290990020092,0.0,0.9822290990020092,0.9935229431365293,0.0,0.9935229431365293,0.9978130661477641,0.0,0.9978130661477641,0.00429012301123477,0.00429012301123477
1,674,CC1=C(N)C=NO1,13,7,0.01,3,44,0.9822290990020092,0.0,0.9822290990020092,0.9935229431365293,0.0,0.9935229431365293,0.9978130661477641,0.0,0.9978130661477641,0.00429012301123477,0.00429012301123477
1,674,CC1=C(N)C=NO1,13,7,0.01,4,45,0.9944829955314467,0.0,0.9944829955314467,0.9976628427816862,0.0,0.9976628427816862,0.9978130661477641,0.0,0.9978130661477641,0.00015022336607795062,0.00015022336607795062
1,674,CC1=C(N)C=NO1,13,7,0.01,5,46,0.9781536614620552,0.0,0.9781536614620552,0.9962563320472776,0.0,0.9962563320472776,0.9978130661477641,0.0,0.9978130661477641,0.001556734100486512,0.001556734100486512
1,674,CC1=C(N)C=NO1,13,7,0.01,6,47,0.9932734566385567,0.0,0.9932734566385567,0.9932734566385567,0.0,0.9932734566385567,0.9978130661477641,0.0,0.9978130661477641,0.0045396095092073985,0.0045396095092073985
1,674,CC1=C(N)C=NO1,13,7,0.01,7,48,0.9817212699914172,0.0,0.9817212699914172,0.9876551343129308,0.0,0.9876551343129308,0.9978130661477641,0.0,0.9978130661477641,0.010157931834833267,0.010157931834833267
1,674,CC1=C(N)C=NO1,13,7,0.01,8,49,0.9879985936791917,0.0,0.9879985936791917,0.9936943143223719,0.15384615384615385,0.9921558527839104,0.9976628427816862,0.0,0.9976628427816862,0.00396852845931428,0.005506989997775769
1,674,CC1=C(N)C=NO1,13,7,0.01,9,50,0.9879985936791917,0.0,0.9879985936791917,0.9936943143223719,0.15384615384615385,0.9921558527839104,0.9978130661477641,0.0,0.9978130661477641,0.004118751825392231,0.005657213363853719
1,674,CC1=C(N)C=NO1,13,7,0.01,10,51,0.9849795984974635,0.0,0.9849795984974635,0.9888188399304455,0.15384615384615385,0.987280378391984,0.9978130661477641,0.0,0.9978130661477641,0.008994226217318602,0.01053268775578009
1,674,CC1=C(N)C=NO1,13,7,0.01,11,52,0.9858533545185875,0.0,0.9858533545185875,0.9935229431365293,0.0,0.9935229431365293,0.9978130661477641,0.0,0.9978130661477641,0.00429012301123477,0.00429012301123477
