Test Index,SMILES,Total Atoms,Heavy Atoms,Lambda,Initial Raw Score,Initial Connectivity Penalty,Initial Adjusted Score,Greedy Raw Score,Greedy Connectivity Penalty,Greedy Adjusted Score,MH Raw Score,MH Connectivity Penalty,MH Adjusted Score,MH Minus Greedy Raw,MH Minus Greedy Adjusted,Successful Initializations
674,CC1=C(N)C=NO1,13,7,0.01,0.9849173878093268,0.0,0.9849173878093268,0.9937577597414932,0.02846153846153846,0.993473144356878,0.9977848357168844,0.0,0.9977848357168844,0.004027075975391145,0.004311691360006527,100
674,CC1=C(N)C=NO1,13,7,0.1,0.9849173878093268,0.0,0.9849173878093268,0.9906532304858926,0.0,0.9906532304858926,0.997789598293674,0.0,0.997789598293674,0.0071363678077813655,0.0071363678077813655,100
674,CC1=C(N)C=NO1,13,7,0.5,0.9849173878093268,0.0,0.9849173878093268,0.9906532304858926,0.0,0.9906532304858926,0.9974242951454684,0.0,0.9974242951454684,0.0067710646595759,0.0067710646595759,100
674,CC1=C(N)C=NO1,13,7,1.0,0.9849173878093268,0.0,0.9849173878093268,0.9906532304858926,0.0,0.9906532304858926,0.9963116522581982,0.0,0.9963116522581982,0.005658421772305518,0.005658421772305518,100
674,CC1=C(N)C=NO1,13,7,1.5,0.9849173878093268,0.0,0.9849173878093268,0.9906532304858926,0.0,0.9906532304858926,0.9951762218408315,0.0,0.9951762218408315,0.004522991354938863,0.004522991354938863,100
1113,CCCC1=NC=NN=N1,17,9,0.01,0.9868173081567542,0.0,0.9868173081567542,0.9917296728668248,0.0058823529411764705,0.9916708493374129,0.9981636362398953,0.002352941176470588,0.9981401068281306,0.006433963373070592,0.006469257490717651,100
1113,CCCC1=NC=NN=N1,17,9,0.1,0.9868173081567542,0.0,0.9868173081567542,0.9910426892082539,0.0,0.9910426892082539,0.9980546336833698,0.0,0.9980546336833698,0.007011944475115742,0.007011944475115742,100
1113,CCCC1=NC=NN=N1,17,9,0.5,0.9868173081567542,0.0,0.9868173081567542,0.9910426892082539,0.0,0.9910426892082539,0.996981266039704,0.0,0.996981266039704,0.005938576831450183,0.005938576831450183,100
1113,CCCC1=NC=NN=N1,17,9,1.0,0.9868173081567542,0.0,0.9868173081567542,0.9910426892082539,0.0,0.9910426892082539,0.9957563501091177,0.0,0.9957563501091177,0.004713660900863774,0.004713660900863774,100
1113,CCCC1=NC=NN=N1,17,9,1.5,0.9868173081567542,0.0,0.9868173081567542,0.9910426892082539,0.0,0.9910426892082539,0.994996074657926,0.0,0.994996074657926,0.003953385449672154,0.003953385449672154,100
3142,CNC(=O)CC1CN1,18,8,0.01,0.9901074114624051,0.0,0.9901074114624051,0.9957481535209347,0.008888888888888889,0.9956592646320458,0.998324922689099,0.008888888888888889,0.9982360338002101,0.0025767691681643514,0.0025767691681643523,100
3142,CNC(=O)CC1CN1,18,8,0.1,0.9901074114624051,0.0,0.9901074114624051,0.9924803327743176,0.0,0.9924803327743176,0.9981520860811325,0.0,0.9981520860811325,0.005671753306814934,0.005671753306814934,100
3142,CNC(=O)CC1CN1,18,8,0.5,0.9901074114624051,0.0,0.9901074114624051,0.9924803327743176,0.0,0.9924803327743176,0.9975073514363538,0.0,0.9975073514363538,0.005027018662036242,0.005027018662036242,100
3142,CNC(=O)CC1CN1,18,8,1.0,0.9901074114624051,0.0,0.9901074114624051,0.9924803327743176,0.0,0.9924803327743176,0.9963377115284345,0.0,0.9963377115284345,0.003857378754116978,0.003857378754116978,100
3142,CNC(=O)CC1CN1,18,8,1.5,0.9901074114624051,0.0,0.9901074114624051,0.9924803327743176,0.0,0.9924803327743176,0.9952428386085045,0.0,0.9952428386085045,0.002762505834186897,0.002762505834186897,100
6126,CC1=NCC(O1)C(N)=O,17,9,0.01,0.9889018192861745,0.0,0.9889018192861745,0.9954439598441178,0.004705882352941176,0.9953969010205884,0.9982235615449934,0.001176470588235294,0.998211796839111,0.002779601700875548,0.002814895818522608,100
