Beta,Initialization,Seed,Raw Score,Connectivity Penalty,Adjusted Score,Cross-Partition Bonds,Actual k
0.1,1,42,0.9994369687820118,0.0,0.9994369687820118,3,4
0.1,2,43,0.9994369687820118,0.0,0.9994369687820118,3,4
0.1,3,44,0.9979803040190321,0.0,0.9979803040190321,3,4
0.1,4,45,0.9989220824677357,0.0,0.9989220824677357,3,4
0.1,5,46,0.9994369687820118,0.0,0.9994369687820118,3,4
0.1,6,47,0.9982562434698182,0.0,0.9982562434698182,3,4
0.1,7,48,0.9987584244686465,0.0,0.9987584244686465,3,4
0.1,8,49,0.9985308298898365,0.0,0.9985308298898365,3,4
0.1,9,50,0.9977472393177109,0.0,0.9977472393177109,3,4
0.1,10,51,0.9977806774175231,0.0,0.9977806774175231,3,4
0.1,11,52,0.9985308298898365,0.0,0.9985308298898365,3,4
0.1,12,53,0.9989220824677357,0.0,0.9989220824677357,3,4
0.1,13,54,0.9979803040190321,0.0,0.9979803040190321,3,4
0.1,14,55,0.9987584244686465,0.0,0.9987584244686465,3,4
0.1,15,56,0.9980571907631702,0.0,0.9980571907631702,3,4
0.1,16,57,0.9982562434698182,0.0,0.9982562434698182,3,4
0.1,17,58,0.9974646417553484,0.0,0.9974646417553484,3,4
0.1,18,59,0.9976303083911562,0.0,0.9976303083911562,3,4
0.1,19,60,0.9994369687820118,0.0,0.9994369687820118,3,4
0.1,20,61,0.9987584244686465,0.0,0.9987584244686465,3,4
0.1,21,62,0.9979194527921237,0.0,0.9979194527921237,3,4
0.1,22,63,0.9980571907631702,0.0,0.9980571907631702,3,4
0.1,23,64,0.9979803040190321,0.0,0.9979803040190321,3,4
0.1,24,65,0.9979803040190321,0.0,0.9979803040190321,3,4
0.1,25,66,0.9985308298898365,0.0,0.9985308298898365,3,4
0.1,26,67,0.9989220824677357,0.0,0.9989220824677357,3,4
0.1,27,68,0.9973501312285974,0.0,0.9973501312285974,3,4
0.1,28,69,0.9989220824677357,0.0,0.9989220824677357,3,4
0.1,29,70,0.9987584244686465,0.0,0.9987584244686465,3,4
0.1,30,71,0.9994369687820118,0.0,0.9994369687820118,3,4
0.1,31,72,0.9982562434698182,0.0,0.9982562434698182,3,4
0.1,32,73,0.9982562434698182,0.0,0.9982562434698182,3,4
0.1,33,74,0.9989220824677357,0.0,0.9989220824677357,3,4
0.1,34,75,0.9989220824677357,0.0,0.9989220824677357,3,4
0.1,35,76,0.9985308298898365,0.0,0.9985308298898365,3,4
0.1,36,77,0.9982562434698182,0.0,0.9982562434698182,3,4
0.1,37,78,0.9980571907631702,0.0,0.9980571907631702,3,4
0.1,38,79,0.9975156753630867,0.0,0.9975156753630867,4,4
0.1,39,80,0.9989220824677357,0.0,0.9989220824677357,3,4
0.1,40,81,0.9979978148229752,0.0,0.9979978148229752,3,4
0.1,41,82,0.9974646417553484,0.0,0.9974646417553484,3,4
0.1,42,83,0.9982562434698182,0.0,0.9982562434698182,3,4
0.1,43,84,0.9977385044407922,0.0,0.9977385044407922,3,4
0.1,44,85,0.9994369687820118,0.0,0.9994369687820118,3,4
0.1,45,86,0.9994369687820118,0.0,0.9994369687820118,3,4
0.1,46,87,0.9994369687820118,0.0,0.9994369687820118,3,4
0.1,47,88,0.9977086599291826,0.0,0.9977086599291826,3,4
0.1,48,89,0.9977806774175231,0.0,0.9977806774175231,3,4
0.1,49,90,0.9989220824677357,0.0,0.9989220824677357,3,4
