k,Initialization,Seed,Actual k,Raw Score,Connectivity Penalty,Adjusted Score,Within Fraction,Between Fraction,Higher Fraction,Within Sum,Between Sum,Higher Sum,N Cross Bonds
2,1,20042,2,0.9954592824153385,0.0,0.9954592824153385,0.9909185648306584,0.009081435169285982,0.0,-1782.06911507028,16.332063713493234,0.0,3
2,2,20043,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,3,20044,2,0.9985841947158773,0.0,0.9985841947158773,0.997168389431736,0.002831610568207667,0.0,-1770.7654077462705,5.02835638948436,0.0,1
2,4,20045,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,5,20046,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,6,20047,2,0.999654782968768,0.0,0.999654782968768,0.999309565937517,0.0006904340624264934,0.0,-1766.9578621410303,1.220810784243752,0.0,1
2,7,20048,2,0.9984985514762772,0.0,0.9984985514762772,0.9969971029525356,0.0030028970474079513,0.0,-1771.0714150246222,5.3343636678343005,0.0,2
2,8,20049,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,9,20050,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,10,20051,2,0.9954592824153385,0.0,0.9954592824153385,0.9909185648306584,0.009081435169285982,0.0,-1782.06911507028,16.332063713493234,0.0,3
2,11,20052,2,0.9984985514762772,0.0,0.9984985514762772,0.9969971029525356,0.0030028970474079513,0.0,-1771.0714150246222,5.3343636678343005,0.0,2
2,12,20053,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,13,20054,2,0.999654782968768,0.0,0.999654782968768,0.999309565937517,0.0006904340624264943,0.0,-1766.9578621410303,1.2208107842437534,0.0,1
2,14,20055,2,0.9963659331369966,0.0,0.9963659331369966,0.9927318662739748,0.007268133725969375,0.0,-1778.7599689845897,13.02291762780302,0.0,2
2,15,20056,2,0.999654782968768,0.0,0.999654782968768,0.999309565937517,0.0006904340624264943,0.0,-1766.9578621410303,1.2208107842437534,0.0,1
2,16,20057,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,17,20058,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,18,20059,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,19,20060,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,20,20061,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,21,20062,2,0.999654782968768,0.0,0.999654782968768,0.999309565937517,0.0006904340624264943,0.0,-1766.9578621410303,1.2208107842437534,0.0,1
2,22,20063,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,23,20064,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240758,0.0,-1764.2632275350516,-1.4738238217344162,0.0,1
2,24,20065,2,0.9954592824153385,0.0,0.9954592824153385,0.9909185648306584,0.009081435169285983,0.0,-1782.06911507028,16.332063713493238,0.0,3
2,25,20066,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,26,20067,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,27,20068,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,28,20069,2,0.999654782968768,0.0,0.999654782968768,0.999309565937517,0.0006904340624264943,0.0,-1766.9578621410303,1.2208107842437534,0.0,1
2,29,20070,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,30,20071,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,31,20072,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,32,20073,2,0.9963659331369966,0.0,0.9963659331369966,0.9927318662739748,0.007268133725969375,0.0,-1778.7599689845897,13.02291762780302,0.0,2
2,33,20074,2,0.9954592824153385,0.0,0.9954592824153385,0.9909185648306584,0.009081435169285982,0.0,-1782.06911507028,16.332063713493234,0.0,3
2,34,20075,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,35,20076,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
2,36,20077,2,0.9984985514762772,0.0,0.9984985514762772,0.9969971029525356,0.0030028970474079543,0.0,-1771.0714150246217,5.334363667834305,0.0,2
2,37,20078,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,38,20079,2,0.999654782968768,0.0,0.999654782968768,0.999309565937517,0.0006904340624264934,0.0,-1766.9578621410303,1.220810784243752,0.0,1
2,39,20080,2,0.9994714591800825,0.0,0.9994714591800825,0.9989429183601461,0.0010570816397973831,0.0,-1767.6075340803752,1.8704827235886614,0.0,1
2,40,20081,2,0.9984985514762772,0.0,0.9984985514762772,0.9969971029525356,0.0030028970474079543,0.0,-1771.0714150246217,5.334363667834305,0.0,2
2,41,20082,2,0.9993542967785766,0.0,0.9993542967785766,0.9987085935571341,0.0012914064428091474,0.0,-1763.4567671523578,-2.28028420442911,0.0,1
2,42,20083,2,0.9983449675926065,0.0,0.9983449675926065,0.9966899351851942,0.003310064814749066,0.0,-1759.892347270992,-5.844704085795198,0.0,1
2,43,20084,2,0.9984985514762772,0.0,0.9984985514762772,0.9969971029525356,0.0030028970474079543,0.0,-1771.0714150246217,5.334363667834305,0.0,2
2,44,20085,2,0.9963659331369966,0.0,0.9963659331369966,0.9927318662739748,0.007268133725969375,0.0,-1778.7599689845897,13.02291762780302,0.0,2
2,45,20086,2,0.9939992812276373,0.0,0.9939992812276373,0.9879985624552562,0.012001437544688532,0.0,-1787.4495978400994,21.71254648331342,0.0,3
2,46,20087,2,0.9954592824153385,0.0,0.9954592824153385,0.9909185648306584,0.009081435169285983,0.0,-1782.06911507028,16.332063713493238,0.0,3
2,47,20088,2,0.999582660447469,0.0,0.999582660447469,0.9991653208949193,0.0008346791050240738,0.0,-1764.2632275350518,-1.4738238217344128,0.0,1
